source_id,source_name,iso3_country,lat,lon,classification,replaceable_heat_mwh_th,available_land_km2,solar_capacity_factor,storage_type,project_start,steam_temp_c,status,load_target_mw,feasible_load_mw,max_solar_land_mw,exceeds_land_limit,site,load_MW,storage_technology,S_opt_MW,Heat_TES_power_MW,Heat_TES_charge_power_MW,Heat_TES_discharge_power_MW,Heat_TES_energy_MWh,TES_temp_max_C,TES_temp_min_C,TES_usable_energy_fraction_linear,TES_charge_discharge_ratio_min,TES_round_trip_efficiency,TES_electric_to_heat_efficiency,TES_max_storage_hours,TES_cost_model,TES_project_start_year,TES_process_temperature_c,TES_capex_kwh_input,TES_opex_frac_input,TES_lifetime_years_input,TES_discount_rate_input,TES_energy_capex_input_$/MWh,TES_power_capex_input_$/MW,TES_fixed_om_input_$/MWyr,TES_capex_input_includes_crf,Battery_capacity_MW,Battery_energy_MWh,LCOE_total_$perMWh,LCOE_solar_$perMWh,LCOE_batt_$perMWh,LCOE_TES_$perMWh,LCOE_unserved_$perMWh,Reliability_%,Unserved_MWh,Unserved_hours
44375640,Fapajal - Fábrica de Papel do Tojal S.A. Pulp Mill,PRT,38.8603802,-9.126352,Paper/Board,184531.18576734888,7.4175946587095964,0.2179986438356164,heat,2025,180.0,completed,21.065203854720192,21.065203854720192,741.8,False,44375640,21.065203854720192,heat_TES,118.31779256696028,29.87359659375944,119.49438637503776,29.87359659375944,358.4831591251133,1500.0,180.0,0.88,4.0,0.97,0.98,12.0,battery_params,2025,180.0,100.0,0.02,25,0.07,100000.0,0.0,0.0,False,29.87359659375944,358.4831591251133,53.73136480488134,33.17587532260543,20.555489482275902,20.555489482275902,0.0,89.99999999999969,18453.118576735455,1029
