source_id,source_name,source_type,iso3_country,sector,subsector,lat,lon,year,capacity_units,annual_capacity_t,capacity_factor,annual_emissions_co2e_t,production_t,production_source,production_year,data_tier,fuel_energy_tj,useful_heat_tj,useful_heat_mwh,heat_method,food_country_scale,ct_country_artifact,SiteID,SiteName,CompanyName,match_confidence,distance_km,name_similarity,annual_output_t,production_2014_t,bench_heat_tj,band_source,heat_below100C_tj,heat_100C-200C_tj,heat_200C-500C_tj,heat_500C-1000C_tj,heat_above1000C_tj,bench_heat_mwh,fossil_share,fossil_share_basis,replaceable_heat_mwh,available_land_km2,bare_sparse_km2,cropland_km2,grassland_km2,shrubland_km2,tree_cover_km2,built_up_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2,classification,solar_capacity_factor,process_temp_c,replaceable_heat_mwh_th,has_solar_data,has_land_data,has_replaceable_heat,heat_bound_low_factor,heat_bound_high_factor,heat_bound_rationale,replaceable_heat_mwh_th_low,replaceable_heat_mwh_th_high
44375331,"Papierfabrik Wattens GmbH & Co KG, delfort",Semi-chemical wood pulp,AUT,manufacturing,pulp-and-paper,47.2969362,11.5903444,2024,t of pulp & paper,337999.99999,0.7693467454961346,151082.77519,90201.29,hotmaps,2014.0,2.0,947.113545,805.04651325,223624.0314583333,production_sec,,False,1649.0,Papierfabrik Wattens,Papierfabrik Wattens GmbH & Co KG,high,0.1807707969218689,0.6363636363636364,260039.19997,90201.29,818.5767067499999,benchmark,12.402677375,788.8102810500001,12.402677375,4.96107095,0.0,227382.41854166664,0.3210698503623658,country,71798.93431775605,8.92910202451627,0.021371077758789,4.969432646170347,3.938298300587134,0.0,2.930789361051432,4.093256176462449,,0.6374737511091645,,,,Paper/Board,0.165162558219178,155.30303030303028,71798.93431775605,True,True,True,0.7,1.15,Low: high-biomass countries (fossil share); high: SEC + fossil-share upside,50259.25402242923,82568.77446541945
32437242,Retznei Cement Plant,integrated dry,AUT,manufacturing,cement,46.7375344612225,15.5733587435471,2024,t of cement,625000.0000100001,0.7106571786414294,348954.88275899994,444160.736658,climate_trace,2024.0,1.0,1243.6500626424,746.1900375854399,207275.01044039996,production_sec,,False,8.0,Lafarge Zementwerke GmbH,Lafarge SA,medium,1.1689933136149415,0.4848484848484848,444160.736658,495451.61,1197.01318529331,benchmark,0.0,0.0,119.701318529331,718.2079111759859,359.10395558799297,332503.662581475,0.8721971941922848,country,180784.68253229337,18.75571759841429,0.1233828470458984,15.161537184572708,3.470797566795678,0.0,5.1752472545374255,4.405993813111068,,0.2048405173950195,,,,,0.1608009121004566,874.9999999999999,180784.68253229337,True,True,True,0.85,1.6,Kiln η 50–60% (low); high ≈ Hotmaps/METHODS SEC gap (~+60%),153666.98015244937,289255.4920516694
38469146,Saint-Gobain Isover Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.03389,16.019,2024,USD,,,25206.02131318956,,none,,,,,,,,False,,,,unmatched,,,,,,,,,,,,,0.9994199378915112,country,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,False,True,False,0.85,2.0,Furnace η 40–50% (low); high capped Hotmaps/METHODS gap (~2.7× raw),,
38472842,Seibersdorfer Bettfedern- Und Daunenfabrik Gmbh,Manufacturer| Wet Processing,AUT,manufacturing,textiles-leather-apparel,47.9170893,16.4255328,2024,USD,,,9237.590048999526,,none,,3.0,158.63970546109437,134.8437496419302,37456.59712275839,emissions_fuel_inversion,,False,,,,unmatched,,,,,134.8437496419302,external,74.16406230306161,47.19531237467557,13.48437496419302,0.0,0.0,37456.59712275839,0.976490647584783,country,36576.016780724654,47.22625642071392,0.1734582343173158,40.90014183839904,6.152656347997571,0.0,8.597080223561482,6.204285614646995,,0.5523276748034908,0.0006031582641601,,,,0.1588805114155251,120.5,36576.016780724654,True,True,True,0.85,1.2,Fuel EF / gas–oil mix (±); no food-style country rescale,31089.614263615957,43891.22013686958
38469184,Stölzle-Oberglas Gmbh,Glass Manufacturing,AUT,manufacturing,glass,47.066387,15.0775,2024,USD,,,25206.02131318956,86351.67,hotmaps,2014.0,2.0,561.285855,252.57863475,70160.731875,production_sec,,False,1629.0,Stölzle-Oberglas Köflach,Stölzle-Oberglas GmbH,high,0.1063341260579843,1.0,,86351.67,677.77425783,benchmark,13.555485156600003,137.4088219209,199.6441975233,144.48188721060004,182.6838660186,188270.627175,0.9994199378915112,country,70120.03429293547,7.726610735152181,0.0576588240966796,1.445095135117475,6.223856775938026,0.0,4.433656656626026,3.6940594610954727,,0.1852594137573242,,,,,0.159073705479452,644.9795897566569,70120.03429293547,True,True,True,0.85,2.0,Furnace η 40–50% (low); high capped Hotmaps/METHODS gap (~2.7× raw),59602.02914899514,140240.06858587093
44375329,UPM-Kymmene Steyrermuhl Austria GmbH,Chemical wood pulp,AUT,manufacturing,pulp-and-paper,47.9915494,13.8000831,2024,t of pulp & paper,320000.0,0.7693467454961346,151082.77519,260039.19997,climate_trace,2024.0,1.0,2730.4115996849996,2320.8498597322496,644680.5165922915,production_sec,,True,1666.0,SCA Laakirchen,Laakirchen Papier AG,low,1.9458753122382697,0.25,260039.19997,,2359.8557397277496,benchmark,35.755389995875,2274.04280373765,35.755389995875,14.30215599835,0.0,655515.4832577081,0.3210698503623658,country,206987.47699381973,39.98951078659333,0.2507655522504021,32.830182358422135,6.908562875920796,0.0,7.471744542973297,4.981821705826823,,0.1356547646797928,,,,Paper/Board,0.1573083436073059,155.3030303030303,206987.47699381973,True,True,True,0.7,1.15,Low: high-biomass countries (fossil share); high: SEC + fossil-share upside,144891.2338956738,238035.59854289267
38469123,Vetropack Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.0565,14.144222,2024,USD,,,25206.02131318956,119355.8,hotmaps,2014.0,2.0,775.8127000000001,349.115715,96976.5875,production_sec,,False,1645.0,Vetropack Kremsmünster,Vetropack Austria GmbH,high,0.25510004695422,1.0,,119355.8,936.8236742,benchmark,18.736473484000005,189.927303866,275.949416042,199.70373744400004,252.506743364,260228.79838888888,0.9994199378915112,country,96920.33505618067,37.724697791569966,0.0276949842529296,33.513478201122325,4.183524606194707,0.0,9.052822834242155,2.8853994498216817,,0.0463399160766601,,,,,0.1533680456621004,644.979589756657,96920.33505618067,True,True,True,0.85,2.0,Furnace η 40–50% (low); high capped Hotmaps/METHODS gap (~2.7× raw),82382.28479775357,193840.67011236135
38469169,Vetropack Austria Gmbh,Glass Manufacturing,AUT,manufacturing,glass,48.210835,15.220556,2024,USD,,,25206.02131318956,104542.51,hotmaps,2014.0,2.0,679.526315,305.78684175,84940.789375,production_sec,,False,1652.0,Vetropack Pöchlarn,Vetropack Austria GmbH,high,0.4475149864645707,1.0,,104542.51,820.55416099,benchmark,16.411083219800002,166.35535988770002,241.7012376949,174.91843688180003,221.1680433058,227931.7113861111,0.9994199378915112,country,84891.51844161842,21.1547321380589,0.133265189370548,16.39479005338686,4.626676895301493,0.0,4.748927409200031,3.421258364107259,,0.4213140123901367,,,,,0.1545142374429224,644.9795897566569,84891.51844161842,True,True,True,0.85,2.0,Furnace η 40–50% (low); high capped Hotmaps/METHODS gap (~2.7× raw),72157.79067537565,169783.03688323684
32437245,Vils Cement Plant,integrated dry,AUT,manufacturing,cement,47.5523694919457,10.6384596501965,2024,t of cement,300000.00001,0.4855097439071496,114432.2190976,145652.923177,climate_trace,2024.0,1.0,407.8281848956,244.69691093735997,67971.36414926666,production_sec,,False,18.0,SCHRETTER & CIE GmbH & Co KG,Schretter & CIE GmbH & Co KG,high,0.1035962348929743,0.3333333333333333,145652.923177,294321.43,392.534627962015,benchmark,0.0,0.0,39.2534627962015,235.520776777209,117.7603883886045,109037.39665611528,0.8721971941922848,country,59284.433096412446,8.651024394979322,0.0085076509399414,0.0795695610574161,8.562947182981965,0.0,2.3050717827919147,2.256263734970033,,0.0444269461382697,0.0006073165283203,,,,0.1565584691780822,874.9999999999999,59284.433096412446,True,True,True,0.85,1.6,Kiln η 50–60% (low); high ≈ Hotmaps/METHODS SEC gap (~+60%),50391.76813195058,94855.09295425992
1566430,Voestalpine Stahl Donawitz steel plant,BF/BOF,AUT,manufacturing,iron-and-steel,47.3812785393747,15.0626634798431,2024,t of steel,1570000.0000000002,0.7972928842490903,2378324.6737150364,1251749.828271072,climate_trace,2024.0,1.0,6008.399175701145,4205.879422990802,1168299.839719667,production_sec,,False,1643.0,voestalpine Schienen GmbH,voestalpine Schienen GmbH,medium,1.655830761449965,0.6153846153846154,1251749.828271072,130541.98,6057.2174190037185,benchmark,0.0,0.0,672.9407076785284,3230.265606836329,2154.011104488861,1682560.3941676996,0.999380310065718,country,1167575.8560687697,3.898852319293333,0.0798866805419921,1.1830363558670338,2.6359292828843066,0.0,3.214026047942278,5.189409396072447,,0.3201395108546836,,,,,0.1577285958904109,901.1469311841288,1167575.8560687697,True,True,True,0.9,1.55,Low: lean final-consumption scope; high: SEC ~7.5 GJ/t to close Eurostat gap,1050818.2704618927,1809742.576906593
