source_id,source_name,iso3_country,lat,lon,classification,replaceable_heat_mwh_th,available_land_km2,solar_capacity_factor,storage_type,project_start,steam_temp_c,status,load_target_mw,feasible_load_mw,max_solar_land_mw,exceeds_land_limit,site,load_MW,storage_technology,S_opt_MW,Heat_TES_power_MW,Heat_TES_charge_power_MW,Heat_TES_discharge_power_MW,Heat_TES_energy_MWh,TES_temp_max_C,TES_temp_min_C,TES_usable_energy_fraction_linear,TES_charge_discharge_ratio_min,TES_round_trip_efficiency,TES_electric_to_heat_efficiency,TES_max_storage_hours,TES_cost_model,TES_project_start_year,TES_process_temperature_c,TES_capex_kwh_input,TES_opex_frac_input,TES_lifetime_years_input,TES_discount_rate_input,TES_energy_capex_input_$/MWh,TES_power_capex_input_$/MW,TES_fixed_om_input_$/MWyr,TES_capex_input_includes_crf,Battery_capacity_MW,Battery_energy_MWh,LCOE_total_$perMWh,LCOE_solar_$perMWh,LCOE_batt_$perMWh,LCOE_TES_$perMWh,LCOE_unserved_$perMWh,Reliability_%,Unserved_MWh,Unserved_hours
44375327,Ybbstaler Zellstoff Pulp Mill,AUT,48.0250129,14.7628564,Pulp,283120.5429082484,12.116394579159492,0.1532892191780822,heat,2025,175.0,completed,32.319696679023785,32.319696679023785,1211.6,False,44375327.0,32.319696679023785,heat_TES,347.77979265137196,72.24969336003733,288.9987734401493,72.24969336003733,866.9963203204479,1500.0,175.0,0.8833333333333333,4.0,0.97,0.98,12.0,battery_params,2025.0,175.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,72.24969336003733,866.9963203204479,93.19115831889567,60.78894259156498,32.402215727330685,32.402215727330685,0.0,89.99999999999977,28312.0542908255,999.0
44375328,Laakirchen Papier AG Pulp Mill,AUT,47.9770957,13.8161934,Paper/Board,0.0,32.91475791131133,0.1572709292237443,heat,2025,180.0,skipped_no_load,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44375329,UPM-Kymmene Steyrermuhl Austria Pulp Mill,AUT,47.9915494,13.8000831,Paper/Board,0.0,33.080947910672535,0.1573083436073059,heat,2025,180.0,skipped_no_load,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44375330,Mondi Neusiedler Pulp Mill,AUT,48.0732305,14.8091594,Integrated,365164.45979022817,20.05287447312442,0.1545876974885844,heat,2025,180.0,completed,41.68544061532285,41.68544061532285,2005.3,False,44375330.0,41.68544061532285,heat_TES,439.8068355183289,91.70020127153838,366.8008050861535,91.70020127153838,1100.4024152584605,1500.0,180.0,0.88,4.0,0.97,0.98,12.0,battery_params,2025.0,180.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,91.70020127153838,1100.4024152584605,91.48798554275967,59.60258552977541,31.88540001298427,31.88540001298427,0.0,89.99999999999999,36516.44597902284,1012.0
44375331,Papierfabrik Wattens GmbH & Co KG - Delfort,AUT,47.2969362,11.5903444,Paper/Board,0.0,4.990803723929136,0.165162558219178,heat,2025,180.0,skipped_no_load,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44375332,Burgo Ardennes Pulp Mill,BEL,49.5518274,5.5054045,Integrated,63582.37509397494,4.127360079500804,0.1419328333333333,heat,2025,180.0,completed,7.258261997029102,7.258261997029102,412.7,False,44375332.0,7.258261997029102,heat_TES,113.3424532942776,23.207867205908276,92.8314688236331,23.207867205908276,278.4944064708993,1500.0,180.0,0.88,4.0,0.97,0.98,12.0,battery_params,2025.0,180.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,23.207867205908276,278.4944064708993,124.79845236707337,78.4528461386258,46.345606228447565,46.345606228447565,0.0,89.99999999999984,6358.2375093975925,964.0
44375333,Svilocell EAD - Subsidiary of Svilosa AD,BGR,43.618351,25.3506224,Pulp,62272.56440329452,12.612911087435627,0.1765106415525114,heat,2025,175.0,completed,7.108740228686589,7.108740228686589,1261.3,False,44375333.0,7.108740228686589,heat_TES,53.626981137396776,14.194272200688886,56.77708880275554,14.194272200688886,170.33126640826663,1500.0,175.0,0.8833333333333333,4.0,0.97,0.98,12.0,battery_params,2025.0,175.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,14.194272200688886,170.33126640826663,78.74769431645444,49.80583272747485,28.941861588979595,28.941861588979595,0.0,90.00000000000009,6227.256440329405,972.0
44375502,OP Papírna s.r.o. - Delfort,CZE,49.9596659,16.8653919,Paper/Board,76792.65681726599,9.533838956003944,0.1366260114155251,heat,2025,180.0,completed,8.766285024802054,8.766285024802054,953.4,False,44375502.0,8.766285024802054,heat_TES,122.80525423016576,22.0951757745031,98.4431870633576,22.0951757745031,265.1421092940372,1500.0,180.0,0.88,4.0,0.97,0.98,12.0,battery_params,2025.0,180.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,22.0951757745031,265.1421092940372,116.7106875882002,80.1774761014054,36.5332114867948,36.5332114867948,0.0,89.99999999999963,7679.265681726891,983.0
44375503,Biocel Paskov Pulp Mill,CZE,49.717969,18.2946046,Pulp,147544.03325544298,19.85814965261346,0.1370148310502283,heat,2025,175.0,completed,16.84292617071267,16.84292617071267,1985.8,False,44375503.0,16.84292617071267,heat_TES,230.304365087557,46.68607005452904,186.74428021811616,46.68607005452904,560.2328406543485,1500.0,175.0,0.8833333333333333,4.0,0.97,0.98,12.0,battery_params,2025.0,175.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,46.68607005452904,560.2328406543485,118.4360808601958,78.25924325741016,40.17683760278563,40.17683760278563,0.0,90.00000000000013,14754.403325544125,978.0
44375504,Sappi Alfeld Kraft Pulp and Paper Mill,DEU,51.987118,9.819078,Integrated,314379.43535741617,10.537675049292954,0.1321588287671233,heat,2025,180.0,completed,35.888063396965315,35.888063396965315,1053.8,False,44375504.0,35.888063396965315,heat_TES,663.9548739764873,110.18491206807283,479.019175522092,110.18491206807283,1322.218944816874,1500.0,180.0,0.88,4.0,0.97,0.98,12.0,battery_params,2025.0,180.0,100.0,0.02,25.0,0.07,100000.0,0.0,0.0,False,110.18491206807283,1322.218944816874,132.5870079197269,88.0851561141279,44.50185180559897,44.50185180559897,0.0,89.99999999999977,31437.94353574233,957.0
