source_id,source_name,source_type,iso3_country,sector,subsector,lat,lon,gas,activity_units,capacity_units,emissions_factor,emissions_factor_units,temporal_granularity,year,months_reported,annual_output_t,annual_emissions_co2e_t,avg_monthly_capacity_t,avg_capacity_factor
44375406,Meadow Lake Mechanical Pulp Mill,Mechanical wood pulp; Semi-chemical wood pulp,CAN,manufacturing,pulp-and-paper,54.1313991,-108.4309155,co2e_100yr,t of pulp & paper,t of pulp & paper,0.58099999972319,t of CO2e_100yr per t of pulp & paper,month,2024,12,207288.11490000002,120434.394722,18570.976765833333,0.9301616060826919
44375382,Mercer Celgar Limited - Mercer International Group,Chemical wood pulp; Pulp from fibres other than wood,CAN,manufacturing,pulp-and-paper,49.3337917,-117.7246434,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999944581,t of CO2e_100yr per t of pulp & paper,month,2024,12,217302.43404000002,126252.71418000001,19468.161285,0.930161606166466
44375392,Mercer International Pulp Mill,"Pulp misc. (known types include chemical wood pulp, pulp from fibres other than wood)",CAN,manufacturing,pulp-and-paper,49.2847573,-123.1153839,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999775829,t of CO2e_100yr per t of pulp & paper,month,2024,12,152208.26281000001,88433.000687,13636.363635,0.9301616061478747
44375386,Mercer Peace River Pulp Ltd - Mercer International,Chemical wood pulp; Pulp from fibres other than wood,CAN,manufacturing,pulp-and-paper,56.2323403,-117.2898995,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999775829,t of CO2e_100yr per t of pulp & paper,month,2024,12,152208.26281000001,88433.000687,13636.363635,0.9301616061478747
44375381,Millar Western Pulp Ltd - Whitecourt Pulp Division,Mechanical wood pulp; Semi-chemical wood pulp,CAN,manufacturing,pulp-and-paper,54.1425199,-115.6766396,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999936289,t of CO2e_100yr per t of pulp & paper,month,2024,12,161224.08937,93671.195917,14444.09304,0.9301616061047863
44375400,Mohawk Pulp Pulp Mill,Mechanical wood pulp,CAN,manufacturing,pulp-and-paper,47.7615991,-69.4787782,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999775829,t of CO2e_100yr per t of pulp & paper,month,2024,12,152208.26281000001,88433.000687,13636.363635,0.9301616061478747
44375416,Nackawic Kraft Pulp Mill,Pulp misc.,CAN,manufacturing,pulp-and-paper,46.012467,-67.225725,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999955926,t of CO2e_100yr per t of pulp & paper,month,2024,12,87061.00825700001,50582.445793,7799.810242083334,0.9301616060191064
44375385,Nanaimo Forest Products Ltd - Harmac Pacific,Chemical wood pulp; Pulp from fibres other than wood,CAN,manufacturing,pulp-and-paper,49.1376203,-123.8567823,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999837448,t of CO2e_100yr per t of pulp & paper,month,2024,12,175043.29705,101700.15556900001,15682.158159999999,0.9301616060731458
44375417,Nanaimo Kraft Market Pulp Mill,Pulp misc.,CAN,manufacturing,pulp-and-paper,49.138067,-123.856798,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999849727,t of CO2e_100yr per t of pulp & paper,month,2024,12,168133.69321,97685.675741,15063.125595,0.9301616063972121
44375393,Neucel Specialty Cellulose Ltd Vancouver,Chemical wood pulp,CAN,manufacturing,pulp-and-paper,49.2864942,-123.1214363,co2e_100yr,t of pulp & paper,t of pulp & paper,0.580999999775829,t of CO2e_100yr per t of pulp & paper,month,2024,12,152208.26281000001,88433.000687,13636.363635,0.9301616061478747
