energy_demand_type,Primary Steel (TWh),Secondary Steel (TWh),Chemicals (TWh),Cement (TWh),Pulp and Paper (TWh),"Food, Beverages and Tobacco (TWh)",Transport Equipment (TWh),Machinery and Equipment (TWh),Textiles and Leather (TWh),Wood and Wood Products (TWh),Non-ferrous Metals (TWh),Ceramics and Glass (TWh)
Electricity Other,0.9079194861441295,0.03187365175812448,0.464851094688268,0.26436313844352144,0.37234564882046817,0.15339641469694124,0.34085020521123965,0.4192513591525508,0.028832573183994948,0.08503927564852617,0.11582413680039201,0.10680769577436497
Electricity Thermal,0.004222309002613566,0.04943800014649443,0.036198142888437985,0.007375896307366082,0.0023696727475218016,0.11777759200196271,0.28677610262226066,0.4012363935200972,0.019884124119849158,0.010742106608055604,1.2044666347956905,0.12188439392699611
Non-electric process heat (100-400 C),0.0,0.0,0.0,0.0,0.0,0.03803872145976695,0.0,0.0,0.0,0.0,0.11415438108977687,0.05505107908222654
Non-electric process heat (400-1000 C),0.17741980686411682,0.022333957444121474,0.4488624841622679,0.496536669815642,0.011471965776715033,0.0,0.0,0.11793785442043514,0.0,0.0,0.007268866201725611,0.008613757887106938
Non-electric process heat (<100 C),0.008752914668123293,0.0002401327013217411,0.13948527849844786,0.02193156643443032,1.4967381979122965,0.11600791372756694,0.14532018106486758,0.020556283226480863,0.02032907364941139,0.008091045890019712,0.004533273102304984,0.004925213382126583
Non-electric process heat (>1000 C),3.9479058215409184,0.019915361984818757,0.0,1.1377015996987667,0.0,0.0,0.16152049100014298,0.16415810973257855,0.0,0.0,0.04922126678142995,0.5412579526456293
Steam (non-electric boilers),0.272602384267244,0.006258620740557651,1.404203060133885,0.0,1.0823249200333105,0.41123756675009343,0.229356552811202,0.2713906327252713,0.04392949041719344,0.1113098688785241,0.048094181368310965,0.029959579877098103
