energy_demand_type,Primary Steel (TWh),Secondary Steel (TWh),Chemicals (TWh),Cement (TWh),Pulp and Paper (TWh),"Food, Beverages and Tobacco (TWh)",Transport Equipment (TWh),Machinery and Equipment (TWh),Textiles and Leather (TWh),Wood and Wood Products (TWh),Non-ferrous Metals (TWh),Ceramics and Glass (TWh)
Electricity Other,0.0,0.037166112543252104,0.08325646947820357,0.17977868366047636,0.0805894366355285,0.20121447162643274,0.019914825974816152,0.12207142844753777,0.03909511574427694,0.1466261273101672,0.03847328923593989,0.09955735134031414
Electricity Thermal,0.0,0.0795278793725983,0.0027636149667917154,0.005163959951213189,0.0020805401924819714,0.17104954489616994,0.018461023247322635,0.10429074084292841,0.02993646661764871,0.021753337514881073,0.01620486223829556,0.1285775745081284
Non-electric process heat (100-400 C),0.0,0.0,0.0,0.0,0.0,0.03508399336390586,0.0,0.0,0.0,0.0,0.024558091762767097,0.06733220675903771
Non-electric process heat (400-1000 C),0.0,0.027596229578706583,0.08774896597372855,0.1293170673990859,0.01407730968040507,0.0,0.0,0.04241528714017881,0.0,0.0,0.018302141501551905,0.004200239880733622
Non-electric process heat (<100 C),0.0,0.0001898198576278775,0.032501382411177525,0.004873539758472452,0.09824888935374856,0.1198161304120049,0.006857584385812497,0.006559625478096809,0.01615810054679453,0.010322475802475438,0.00022748082055250603,0.0043206882897540285
Non-electric process heat (>1000 C),0.0,0.010601252373757204,0.0,1.0451968857858862,0.0,0.0,0.007986830108867802,0.05534144875972248,0.0,0.0,0.003700528257119672,0.5822787253463245
Steam (non-electric boilers),0.0,0.007967110666188026,0.2503056373130476,0.0,0.34875840575693495,0.4419196615526154,0.011456030310956126,0.08277282458816444,0.040033415775102006,0.3166317410153322,0.01754225945889516,0.016764285922448614
