energy_demand_type,Primary Steel (TWh),Secondary Steel (TWh),Chemicals (TWh),Cement (TWh),Pulp and Paper (TWh),"Food, Beverages and Tobacco (TWh)",Transport Equipment (TWh),Machinery and Equipment (TWh),Textiles and Leather (TWh),Wood and Wood Products (TWh),Non-ferrous Metals (TWh),Ceramics and Glass (TWh)
Electricity Other,0.0,0.0,0.028451000109843003,0.06089960101722197,0.2123909894054041,0.09279073346417807,0.013166792802190321,0.06527555935400099,0.020434370414871752,0.20731169677998296,0.0025888386006325662,0.014422958358074443
Electricity Thermal,0.0,0.0,0.006944417163273017,0.0027016754434544964,0.006198715115196117,0.08966600342353319,0.018040929419617557,0.08485499065253091,0.017370883716546433,0.029184539283595334,0.0030303250093099672,0.010849828952321935
Non-electric process heat (100-400 C),0.0,0.0,0.0,0.0,0.0,0.00875948192782904,0.0,0.0,0.0,0.0,0.0,4.959665085165096e-05
Non-electric process heat (400-1000 C),0.0,0.0,0.01307971782676425,0.00823418421977544,0.004141511772849802,0.0,0.0,0.007759514513372957,0.0,0.0,7.969707015809554e-05,0.00048260367020887095
Non-electric process heat (<100 C),0.0,0.0,0.003766201385256046,0.014337371828836586,0.2151586237411184,0.0392903523369295,0.0013870984172572288,0.0009372163766188165,0.00596606622625699,0.006820747523775847,8.480622825057313e-06,7.99220545001987e-06
Non-electric process heat (>1000 C),0.0,0.0,0.0,0.05995296272095058,0.0,0.0,0.0028126888406573877,0.015321311361598791,0.0,0.0,0.0014630762144818442,0.0059646230454949685
Steam (non-electric boilers),0.0,0.0,0.09166312437506077,0.0,0.05469578366603775,0.153803235824825,0.019732200231122092,0.08967682349599129,0.019489987239249613,0.10309766506300425,0.0006796962489954792,2.915035946190183e-05
