energy_demand_type,Primary Steel (TWh),Secondary Steel (TWh),Chemicals (TWh),Cement (TWh),Pulp and Paper (TWh),"Food, Beverages and Tobacco (TWh)",Transport Equipment (TWh),Machinery and Equipment (TWh),Textiles and Leather (TWh),Wood and Wood Products (TWh),Non-ferrous Metals (TWh),Ceramics and Glass (TWh)
Electricity Other,0.34332271135509784,0.11843151090196849,0.6522880680704441,0.7791806594976397,0.1401330911361772,0.5929961554086159,0.5416359385801407,0.7101912232085807,0.1738319893061422,0.426304946988561,0.18936255482260198,0.29428004855500545
Electricity Thermal,0.0020429743329626947,0.34080868376300627,0.01786159522519623,0.024721044034781148,0.002666557793845652,0.45544937434256416,0.48123324023114583,0.5426943499402678,0.1137331867035759,0.051244341302626555,1.9560923784838764,0.345454330683786
Non-electric process heat (100-400 C),0.0,0.0,0.0,0.0,0.0,0.14773799586224606,0.0,0.0,0.0,0.0,0.5078363389346471,0.14112241984752485
Non-electric process heat (400-1000 C),0.18655171748540064,0.1979005168164958,0.7249191376743487,1.9454314948031244,0.032262232523604384,0.0,0.0,0.29153318469470035,0.0,0.0,0.01986629020028156,0.01926228295018286
Non-electric process heat (<100 C),0.005106139939678662,0.0015755867769092658,0.26930262405907607,0.032506320475885,0.14884942461259504,0.4514147586784902,0.21468662631915178,0.05162743826176142,0.1652999521599924,0.06082859395804878,0.012295499661400904,0.00870465712496677
Non-electric process heat (>1000 C),3.413665628905961,0.12770922693298958,0.0,2.0537191751220516,0.0,0.0,0.2451178858629613,0.36750399443416604,0.0,0.0,0.6961787655777574,1.3479157274632716
Steam (non-electric boilers),0.18562601700143214,0.0479343651657964,2.226064104072485,0.0,0.9482980542838689,1.6028053095449952,0.4032281989707049,0.5153257929377034,0.3425652620858228,0.9186089812756947,0.10435109874263404,0.044983159741924954
