energy_demand_type,Primary Steel (TWh),Secondary Steel (TWh),Chemicals (TWh),Cement (TWh),Pulp and Paper (TWh),"Food, Beverages and Tobacco (TWh)",Transport Equipment (TWh),Machinery and Equipment (TWh),Textiles and Leather (TWh),Wood and Wood Products (TWh),Non-ferrous Metals (TWh),Ceramics and Glass (TWh)
Electricity Other,1.5419600780395897,2.4890050243739,2.8282022351974745,0.6636875958876073,2.813134337116743,3.2982646280046337,1.170523483613895,1.7188678296961848,0.38773410660215407,0.7936673415820981,1.5469665265261447,1.7305651191240186
Electricity Thermal,0.0016584208906384016,3.280755616260417,0.10466976760587918,0.0037193480080798345,0.06305616692150977,2.8896382568193735,1.1541947378494184,1.1678147770499525,0.25451925934449776,0.06423617223468987,2.2898156521458013,1.7356374316143226
Non-electric process heat (100-400 C),0.0,0.0,0.0,0.0,0.0,0.4883982060612702,0.0,0.0,0.0,0.0,0.39242723305943483,1.314636623832809
Non-electric process heat (400-1000 C),0.20133341888446654,0.7999082877602628,2.7570330292559384,2.8410285597184224,0.3764454521715209,0.0,0.0,0.7829085791221816,0.0,0.0,0.06483065014867527,0.22926718496964274
Non-electric process heat (<100 C),0.12858033229179433,0.14332057344724042,1.1807585830452179,0.28098421553138514,3.3899208815459576,2.164746083682075,0.41518190566651353,0.23747312367930032,0.3569895390121064,0.23566052524745543,0.09425285554483576,0.5533684748692811
Non-electric process heat (>1000 C),3.4213907059351687,0.8841894015664965,0.0,3.7532393745443318,0.0,0.0,0.42098861584815983,0.9585328454571892,0.0,0.0,2.082753097034985,13.052713904171982
Steam (non-electric boilers),0.2051557670646781,0.19136475505970096,7.347052241672292,0.0,7.614126664816792,6.880199200332096,0.6424614154290499,1.1326568271736686,0.675044008287984,2.2043892115407884,0.30623279439675943,0.3459015690548641
