hotmaps_process,n_hours,cv_pct,day_over_night,p05_over_mean,p95_over_mean
iron_and_steel,8760,0.998551549737476,1.017145257949899,0.9837382449084918,1.015835302212291
chemicals_and_petrochemicals,8760,1.6694203357123953,1.0230677387747646,0.9716595260101274,1.0287074359297133
paper,8760,2.2536355375524035,1.0268429586735939,0.9614731827528546,1.0353016160722857
food_and_tobacco,8760,1.6555072697729096,1.0230074596833834,0.9717954975550173,1.0260654046508544
non_metalic_minerals,8760,2.1538355775854043,1.026141069447543,0.9630649428153919,1.0341819569908783
