source_name,source_id,system:index,tree_cover_km2,shrubland_km2,grassland_km2,cropland_km2,built_up_km2,bare_sparse_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2
Harburg Cement Plant,32438329,0000000000000000012c,31.896604978077356,,43.0970321455181,191.49309428431846,26.553263619442447,0.47116676594764856,,1.9313564827215457,0.0011853494873046875,,
Heidelberg Geseke Cement Plant,32438323,0000000000000000012d,25.49669298985022,,40.06336584863089,112.73291087730632,36.25164683917404,1.3905508555297852,,0.7369340260009766,0.0011172794189453126,,
Heinrich Schaller Pappenfabrik e.K.,44375506,0000000000000000012e,31.355271109101412,,40.02967859877929,65.56459604331607,15.901670712390374,0.1543170709716797,,0.45438545761862364,0.0,,
Heraeus Quarzglas Gmbh & Co. Kg,38469103,0000000000000000012f,77.09681892822786,,62.343269070655246,215.53236577594862,44.969847678597965,1.1618505754542932,,17.586045491200878,0.6584483674316406,,
Hirsch Natur Gmbh,38477601,00000000000000000130,73.56451334600906,,57.13208913819456,231.91112343053138,28.700449987653425,0.08367687512207031,,0.7712829314575196,0.0,,
Hover Cement Plant,1896619,00000000000000000131,91.80656676316941,,56.260166921971184,215.20040829671254,102.57039080821598,0.977706554818187,,4.928205006811526,0.05614880108642578,,
Hüttenwerke Krupp Mannesmann (HKM) steel plant,1566772,00000000000000000132,118.15964418229022,0.0,35.237737814772906,41.021437660366416,138.80790585126348,0.41941633325482536,,8.618514651699888,0.0050588828125,,
"INEOS , Dormagen",18648355,00000000000000000133,79.89555901069765,0.005091761352539062,33.5958314876484,130.4618825983231,120.62693615337254,0.27866632049560547,,4.131095423217773,0.0011338268432617188,,
INEOS Nitriles Cologne,45257233,00000000000000000134,81.12091962544926,0.005091761352539062,33.191382245287365,120.74946092616084,122.08163372021997,0.28667272478338507,,4.130520861328125,0.0011338268432617188,,
In-Fashion Herrenbekleidung Gmbh,38477730,00000000000000000135,42.950654635600735,,28.20626490509918,47.22139537314379,16.988709962890862,0.13620198937988282,,1.2896684640766218,0.00116424169921875,,
Kaiser Bekleidungs-Gmbh,38476273,00000000000000000136,42.950654635600735,,28.20626490509918,47.22139537314379,16.988709962890862,0.13620198937988282,,1.2896684640766218,0.00116424169921875,,
Kalkwerke H. Oetelshofen Gmbh & Co. Kg,38467588,00000000000000000137,64.1285742649048,0.003951400146484375,14.65559352728918,25.130606206699024,76.77305055747262,0.25434348626708986,,0.5648641821899414,0.0028164468994140626,,
"Kampffmeyer Mühlen Gmbh, Werk Ellmühle",38480477,00000000000000000138,82.42634129907414,5.688851318359376E-4,22.74942630286962,39.320698513011486,141.6874878037807,0.7370396976928711,,1.6013095381886202,0.0,,
Karlsberg Brauerei Gmbh .,38480475,00000000000000000139,50.82903738752035,,30.489204960322354,36.66596793837389,32.850980727097934,0.13210296752929687,,0.24639687744140626,5.881021118164062E-4,,
Karlstadt Cement Plant,32438335,0000000000000000013a,52.40709973987511,,31.274709180709294,152.92452634751302,17.722350746830486,0.19133130571289064,,2.228914201412904,0.007528838684082031,,
Karsdorf Cement Plant,1896600,0000000000000000013b,13.208622713384413,,23.66870090204575,254.62654655793938,16.95731087341429,0.39916755102539064,,3.558398347347484,0.011269172424316406,,
Katz GmbH & Co. KG,44375515,0000000000000000013c,24.793906800749905,,8.717230373741245,2.040818430643477,14.404202159105003,0.017232286254882812,,0.3682901909179688,0.0,,
Kehler Baden Steel Works,1566779,0000000000000000013d,84.2611713079672,,59.295593740486225,182.4142142075006,100.12048070018474,1.1398246268648036,,7.959621829099648,0.0011899025268554688,,
Kellogg (Deutschland) Gmbh,38480476,0000000000000000013e,131.204315185548,,136.7450162362535,76.26360973387098,104.8208757743362,0.9357878835449219,,10.55930944912684,0.34411458654785154,,
"Klesch, Heide",18648359,0000000000000000013f,35.793544782855335,,180.45990525424335,210.10944850319086,20.790292548546887,0.031173744812011718,,0.8266428733520508,0.5907577310791016,,
Knauf Insulation Gmbh,38469126,00000000000000000140,28.62220182238985,,47.66923277424963,447.44661943425405,36.14198644252139,2.685165701646274,,3.7728461884669886,0.14437520263671874,,
Kospro Gmbh,38480058,00000000000000000141,67.82278264251472,,65.99597747654097,254.92841609299475,67.77420999852677,0.3285471408691406,,5.611641697913315,0.15865351611328124,,
Krass + Wissing Gmbh,38472869,00000000000000000142,96.32797588546096,,67.7341687680396,253.05565336669278,40.5084910676516,0.14064075720214844,,1.0616821403212604,0.0,,
Kristall-Glasfabrik Amberg Gmbh,38469149,00000000000000000143,101.55524395533207,,49.09600322010259,112.4439289317598,26.2282695951708,0.7066078716756184,,1.7631625053756415,0.02462034558105469,,
Lagerdorf Cement Plant,1896618,00000000000000000144,95.57515246328367,,224.06401559766985,183.6518732284371,26.975507764113722,0.25116201495121976,,3.5195252625579236,0.8534021820056392,,
Lech Stahlwerke Meitingen steel plant,1566787,00000000000000000145,61.25711420870315,5.978080444335938E-4,61.435154467459185,229.3370157778023,52.74387874960028,0.904559976538086,,2.7047006862644563,0.0029826983032226564,,
Ledvance Gmbh,38469061,00000000000000000146,69.70400617898169,5.978080444335938E-4,64.31428598446549,203.41147645689438,87.10599475494507,1.0246600567457012,,3.8968266457526712,0.005390442932128907,,
Lengerich Cement Plant,32438311,00000000000000000147,98.15598650324903,,73.40345674577785,166.21477331363647,36.08090124206759,0.16790167602012487,,1.7009472343237786,0.013844547058105469,,
Lengfurt Cement Plant,32438322,00000000000000000148,46.1400188098592,,27.087676840296844,145.7500406574622,18.74141733868719,0.2704533516235352,,0.6452297720808441,5.818441772460938E-4,,
"Lenk Paper GmbH, Papierfabrik Schleipen",44375508,00000000000000000149,12.8219369997099,,45.22555359139427,88.60291838358691,27.314742013303505,0.14507362896728515,,0.10711897282475491,0.001756270263671875,,
Louis Dreyfus Company Wittenberg Gmbh,38480553,0000000000000000014a,68.39667419259679,,50.69575717239703,140.76861807786105,22.17224463129739,0.3552227354736328,,0.5827843372146906,0.08337110229157092,,
Lubmin Oils Gmbh,38480546,0000000000000000014b,55.868011975551205,,53.16634293903544,88.1543917696885,8.603804515986422,0.29189018081437657,,13.154469134555713,0.3130669008518593,,
Ludwigshafen,45257230,0000000000000000014c,53.56003624524502,,53.36334951892279,206.47525247599324,129.65828783523014,0.6374013455791397,,6.1963190158361074,0.00701403271484375,,
Ludwigshafen,45257231,0000000000000000014d,53.56003624524502,,53.36334951892279,206.47525247599324,129.65828783523014,0.6374013455791397,,6.1963190158361074,0.00701403271484375,,
"Lutz Fleischwaren Gmbh, Standort Weimar",38480526,0000000000000000014e,39.754448421005186,,35.581335807904395,152.13149435214285,35.376002041115214,0.25879483332208375,,0.22269747118542244,5.671888427734375E-4,,
"LyondellBasell , Munchsmunster",18648356,0000000000000000014f,68.48044245468913,,53.585446071930775,259.6865990467405,38.51856248767352,0.7247518529976639,,6.271357977600577,0.043969360412597656,,
"Mercer Rosenthal GmbH - MR, Mercer International Group",44375512,00000000000000000150,50.06114098829872,,40.825459314476824,94.26653076413285,12.888125625433705,0.1680082632683249,,0.2549865251431334,0.008024405334472656,,
Mergelstetten Cement Plant,32438334,00000000000000000151,92.90009618074447,,50.11266529671296,135.24851543327276,29.131100181373988,0.6708897048339844,,0.016067783508300782,0.0029768323364257813,,
Molkerei Meggle Wasserburg Gmbh & Co. Kg,38480491,00000000000000000152,83.17756213671278,,188.79260356426477,122.33930641013207,22.60992650490052,0.5369206583862305,,0.795050423945887,0.0012028932495117188,,
Märker Kalk Gmbh,38467585,00000000000000000153,31.882724289588115,,42.866754038583075,191.725241638141,26.698620597767338,0.46060267177782244,,2.0079900626280542,0.0011853494873046875,,
"Nachtmann Gmbh, Werk Weiden",38469141,00000000000000000154,36.87468061479466,,38.62406635531365,76.1473839292595,24.51619684386082,0.36580138593175554,,2.10933943966974,0.01980533282470703,,
Neuss aluminium plant,3673049,00000000000000000155,96.3042438699951,0.009043161499023438,36.8877601676643,129.61699110208335,137.35109041609027,0.3583039981751685,,4.227494457172468,0.0011338268432617188,,
Noelle + Von Campe Glashütte Gmbh,38469069,00000000000000000156,29.59183428217367,,25.51894884136006,53.42187402022298,16.396912595949654,0.047994897521972654,,1.0495824374389648,0.0,,
Nordzucker Ag Werk Clauen,38480501,00000000000000000157,33.99771524892077,,49.23135492385398,411.95056854568185,50.67831863434602,0.34028230594123393,,4.246881109549489,0.01839687269047756,,
Nordzucker Ag Werk Nordstemmen,38480506,00000000000000000158,42.517662790210444,,41.61559536235854,319.88631043219624,50.49621977258513,0.46695219297257967,,4.201397719888844,0.00939321484375,,
Nordzucker Ag Werk Uelzen,38480507,00000000000000000159,89.50760208079107,,51.77336631974067,291.60328066806574,18.836109526900948,0.10688494079589844,,1.3939045077165193,0.001631353271484375,,
Nordzucker Ag Zuckerfabrik Güstrow,38480483,0000000000000000015a,81.74776515398545,,94.39809756999631,263.79479029148337,14.753187489313346,0.23513345697021484,,3.044343508210784,0.6146052067746629,,
"Nordzucker Ag, Werk Klein Wanzleben",38480488,0000000000000000015b,28.62551401841275,,38.244389408323755,456.43826731580424,33.96242475500609,0.5809559429931641,,0.2709280705315085,0.019410517028808593,,
"Nordzucker Ag, Werk Schladen",38480500,0000000000000000015c,37.43786892519962,,45.58874176922007,354.35334141603374,32.734101150357844,0.23923843292786845,,2.613446792207845,0.008883046020507813,,
O-I Glasspack Gmbh & Co. Kg Glashütte Holzminden,38469071,0000000000000000015d,22.480839004015635,,22.392557593457752,41.24386224193691,14.209605741279871,0.03844693536376953,,0.6350312032887178,0.0,,
O-I Glasspack Gmbh & Co. Kg Werk Bernsdorf,38469145,0000000000000000015e,150.14834562388438,,49.39034729825319,73.12222286764616,16.97510817602754,0.6463241636962891,,4.666538716380161,0.2978004920043945,,
O-I Glasspack Gmbh & Co. Kg Werk Rinteln,38469065,0000000000000000015f,36.42925755819739,,36.727675918989604,81.19873615381667,31.31541993585182,0.1838517507431928,,3.0308014796264655,0.0027652266845703123,,
"O-I Glasspack Gmbh&Co.Kg, Werk Achern",38469107,00000000000000000160,56.6832354122099,,53.806324696110785,89.32128801541327,36.43510513468089,0.16070297106933593,,1.442567636224485,0.0,,
O. & L. Sels Gmbh & Co. Kg,38480511,00000000000000000161,97.04169205850921,0.00847639971923828,44.190651327714754,133.21834848808282,133.31079723243406,0.35951307489013673,,3.7195418059505685,0.0,,
"OMV Deutschland GMBH , Burghausen, Bavaria",18648358,00000000000000000162,139.84017417413426,,96.19802093299846,155.44825997238522,30.309113033128686,0.7077991162109375,,1.4142215472893211,0.002398631591796875,,
Otterbein Cement Plant,42546193,00000000000000000163,97.56010709884866,,56.831831294599006,70.1314778294546,22.915324561724972,0.2859019955023074,,0.0968438219764859,0.0,,
P.A.C. Gmbh,38475078,00000000000000000164,82.72473397788846,,49.419584068838084,252.9707627833668,38.264837626034485,0.3832517091064453,,1.867134045306995,0.016788988647460937,,
Paderborn Cement Plant,32438320,00000000000000000165,38.22969784231797,,39.39736071958511,114.59944334081624,44.45303413438506,0.21117381793212892,,1.5890124034423827,0.0011172794189453126,,
Pfeifer & Langen Gmbh & Co. Kg Werk Appeldorn,38480510,00000000000000000166,26.71701847608668,,47.13788160527152,125.99538131607875,29.352852920823285,0.2534864047540403,0.0,4.364808962902114,0.01004469970703125,,
Pfeifer & Langen Gmbh & Co. Kg Werk Euskirchen,38480514,00000000000000000167,17.765731944155224,,25.964225162929882,200.91690496455578,32.86660435172933,0.4239742902832031,,0.04796499523925781,0.005711599670410157,,
Pfeifer & Langen Gmbh & Co. Kg Werk Jülich,38480513,00000000000000000168,44.479193788732196,0.0,41.00895282705389,309.06184952732843,58.8493696331684,13.806170438716158,,1.3683926887238147,0.004545713317871094,,
Pfeifer & Langen Gmbh & Co. Kg Werk Lage,38480516,00000000000000000169,29.469514910428398,,11.181449179515406,6.562914239403101,37.05949530554008,0.05431206907240924,,0.051038091979980466,0.0,,
"Pfeifer & Langen Gmbh & Co. Kg, Werk Könnern",38480523,0000000000000000016a,25.437793355426862,,39.261952654141304,406.35834224849174,27.81574555609083,2.063669083638749,,3.0236649801329376,0.12009532586669922,,
Pilkington Deutschland Ag,38469057,0000000000000000016b,78.47728871641269,,40.48678043388935,57.86054546048417,27.93767821674111,1.0914215977783204,,2.3958983353204473,0.02447323858642578,,
Pilkington Deutschland Ag -Werk Gladbeck-,38469084,0000000000000000016c,142.1787107141422,8.795909076765472E-4,25.580106086918377,12.94363436467069,131.9766599467177,0.6396483942107556,,1.8323272293095605,5.608480834960938E-4,,
Power Oil Rostock Gmbh,38480527,0000000000000000016d,60.16766061008613,,67.35786441026612,138.35282832886983,40.42218289485798,0.9255310466308594,,194.93730113176852,1.0793804271850587,,
Pq Germany Gmbh,38469118,0000000000000000016e,31.727599104161165,,41.34291453953451,219.19212023841487,28.28229369259464,0.3064477326356177,,2.0334168685391294,0.06362296746826172,,
"RW silicium GmbH, Werk Pocking",3673466,0000000000000000016f,74.3435097097809,,55.56282418194005,292.56630913978034,28.57388787265338,0.9989262427978516,,2.2372636962758983,0.017931892639160157,,
Reichardt Expertise Gmbh & Co Kg,38476099,00000000000000000170,119.36359983925556,,41.81146086279728,78.75071805540196,92.32047144700621,0.5230549687464097,,1.7530295297851564,5.790299072265625E-4,,
Rheinkalk Gmbh,38467586,00000000000000000171,23.915036252588845,,12.77403746347034,19.60076659151851,33.900239532143026,0.1355426020290001,,0.4413053127920113,0.009550429443359374,,
Rheinkalk Gmbh,38467584,00000000000000000172,63.412916073575104,0.003951400146484375,14.826363228227445,24.110779930720305,75.43713321637159,0.2770272367501053,,0.5197655786743164,0.0028164468994140626,,
Rheinkalk Hagen-Halden Gmbh & Co.Kg,38467582,00000000000000000173,46.33304548025285,,9.226479473958333,3.705603140085019,53.46582042216318,0.12814479663085937,,0.4324160269165039,0.0,,
Richter Faerberei & Ausruestung Gmbh,38476110,00000000000000000174,73.67834448859048,,36.11271399245151,53.69077732145663,65.61646550417767,0.2995326477874158,,0.8736879970092774,0.0,,
Riva Brandenburg Electric Steel Works,1566780,00000000000000000175,101.394943670987,,59.64229006270417,92.67239634405593,25.189709708693567,0.09573006958007813,,1.1746523821269914,0.7304716309204101,,
Riva Hennigsdorfer Electric Steel Works,1566781,00000000000000000176,140.36668951126643,,44.0991160430834,36.23711413104487,71.68923561718607,0.8341311426087622,,6.449998811283127,0.025676922485351562,,
Rohrdorf Cement Plant,32438331,00000000000000000177,68.77502928362749,0.0,102.39991531638304,27.412453243135833,30.506950045060474,0.21479399002972768,,0.8012091108963312,0.016122809033203123,,
Rudersdorf Cement Plant,1896603,00000000000000000178,107.018954641615,,42.38808495506806,100.15188434497938,32.30727276414531,1.1301255567016601,,2.64284515279924,0.014824048461914062,,
Saarstahl Völklingen Steelmaking Plant,1566782,00000000000000000179,97.07599850057667,,40.20824548690495,38.03252182860608,77.60001107381956,0.4779950091646082,,1.6544646534167724,0.019412161987304687,,
Saint Gobain Glass Flachglas Torgau Gmbh,38469115,0000000000000000017a,85.62692558132613,,48.87283709763637,179.87294516446124,16.917066601214962,0.09529072760009766,,0.0812602329711914,0.0061757606811523435,,
Saint-Gobain Glass Deutschland Gmbh,38469081,0000000000000000017b,64.6950928309685,0.0011386937255859376,51.35743503588417,184.1605900815776,108.52213165578208,0.7801973118286133,,0.743417927277449,0.009090907287597656,,
Saint-Gobain Glass Deutschland Gmbh,38469082,0000000000000000017c,54.19450527630231,0.0011386937255859376,40.18627864027962,100.1667155541222,71.5309761756848,4.195869824771657,,1.0072311952514648,,,
Saint-Gobain Glass Deutschland Gmbh,38469109,0000000000000000017d,56.58349654567224,,49.55975105990923,179.740338095271,137.62302939933565,0.6387584883351045,,6.31971935241699,0.006431056762695312,,
Saint-Gobain Glass Deutschland Gmbh,38469080,0000000000000000017e,78.323682442587,5.688851318359376E-4,27.249893790405505,39.27930184506908,129.02151476967103,0.6487922093340707,,1.4605461986083985,0.0,,
Saint-Gobain Isover G+H Ag,38469052,0000000000000000017f,57.75493019099648,,43.22061423229355,94.87553649978527,117.71409423890314,0.36687922530421835,,5.038721331600175,0.0,,
Saint-Gobain Isover G+H Ag,38469083,00000000000000000180,57.86995306667386,5.688851318359376E-4,15.100957033878826,4.985175302926336,87.69938444078686,0.16449477975786994,,0.7187434466552735,0.0,,
Saint-Gobain Isover G+H Ag,38469099,00000000000000000181,62.48709561997309,,39.29773024835636,107.52137663375129,82.86671554669836,0.29562856771790746,,3.806792953458181,0.0,,
Salzgitter Flachstahl steel plant,1566774,00000000000000000182,60.24753188388478,,46.937843042805994,345.2160719835478,71.18512773717666,0.6202024560546875,,4.019580233730181,0.006075054565429687,,
Salzgitter Peiner Träger Peine steel plant,1566783,00000000000000000183,41.11149088323976,,55.28556403535898,353.5671754130738,44.17669456607785,0.3082403510627298,,5.274813172721833,0.1311531068725586,,
Sappi Alfeld Kraft Pulp and Paper Mill,44375504,00000000000000000184,51.1912234047734,,31.70983719718018,184.97501932228835,18.659671257846966,0.07974840279971851,,0.7865653151149374,0.001107603515625,,
"Sappi Stockstadt GmbH, Division of Sappi Fine Paper Europe",44375514,00000000000000000185,64.66379603113393,,39.354048588095495,69.55247675752769,65.30149663155873,0.4372379848774031,,5.6014854766113285,0.0,,
Schelklingen Cement Plant,32438321,00000000000000000186,36.270475475857594,,36.303212848653885,147.57440448767503,23.885743638540234,0.5903375074462891,,1.1329522549438475,0.0035964321899414065,,
Schott Ag,38469094,00000000000000000187,57.592076745241904,,41.365818038703,102.46538800912681,75.25284208907541,0.32824601422119143,,0.9908168151245117,5.80505615234375E-4,,
Schott Ag,38469072,00000000000000000188,37.529154329183186,,29.25508910062377,135.1510100581544,16.625192047940846,0.07521681809800092,,0.6850272192655676,5.53916015625E-4,,
"Schott Ag, Standort Mitterteich, Werk 1",38469058,00000000000000000189,116.75538094437465,,53.45414244872852,123.18575604546118,19.351234852651796,0.3313691760517195,,2.473307244339767,0.02030491766357422,,
Schott Technical Glass Solutions Gmbh,38469130,0000000000000000018a,32.081323784596165,,32.802039443395756,153.81786044517838,23.815751902299475,0.15281602227783203,,0.296583258688534,0.0011371229858398437,,
Sgd Kipfenberg Gmbh,38469054,0000000000000000018b,6.0225090582955145,,22.206721207428572,155.0964111659977,16.214297121416397,0.35189832372280944,,0.14587291937255858,,,
"Shell & DEA Oil GMBH , Wesseling",18648360,0000000000000000018c,73.75691896843642,5.688851318359376E-4,26.752996379415357,51.0352118000888,130.1143151143976,0.7614339487304688,,1.5496207555606616,0.0,,
Sodawerk Staßfurt,45257183,0000000000000000018d,28.793661774490907,,46.12850814343283,455.88287183203005,39.8797868709968,1.787857351391841,,3.469160278137207,0.20989806443948186,,
Solnhofer Cement Plant,1896635,0000000000000000018e,6.911030247639498,,31.920808993573136,99.92153858339503,14.226276280950811,0.7076321564941406,,0.027219164213292738,0.0,,
Spenner Erwitte Cement Plant,32438337,0000000000000000018f,26.279167656599924,,32.7526703843403,88.00646899119924,34.94914592708957,1.37505966595459,,0.8609444200439453,0.0,,
"Sprick GmbH Bielefelder Papier- und Wellpappenwerke & Co., Hauptverwaltung",44375509,00000000000000000190,59.94798774010608,,19.228916386618454,18.335684502860754,69.25440693344942,0.1368850621218214,,0.13529894482421875,0.0,,
Stade District,3673053,00000000000000000191,98.32424755305587,,199.1342113164871,141.04291956411157,24.47825019744514,0.362474010559082,,6.797943157181086,0.8641782565917969,,
Suiker Unie Gmbh & Co. Kg - Zuckerfabrik Anklam,38480499,00000000000000000192,55.83551534266795,,86.09829053978865,257.3899823319253,9.103426582738061,0.14057652282714844,,0.8124197238769532,0.422158987121582,,
Südstärke Gmbh Werk Sünching,38480493,00000000000000000193,46.99133238513207,,31.662480484001115,346.81524019615136,25.34088054454992,0.5714784900127338,,2.823141941411994,0.02067516025797526,,
Südwolle Group Gmbh,38470671,00000000000000000194,65.58913548782768,,41.393502526901194,39.73902253281512,96.85881181278984,0.4819941911621094,,1.3939976196899415,0.009360256164550782,,
Südzucker Ag,38480490,00000000000000000195,53.96137343135338,,33.75322587361056,186.344942812391,54.54791058994812,0.25954734476246555,,1.418958834350586,,,
Südzucker Ag Mannheim / Ochsenfurt Werk Zeitz,38480489,00000000000000000196,65.56776845470475,,61.0957703000402,327.577048289419,32.77913285044184,4.385149715285597,,3.2745144088149125,0.018696395935058594,,
Südzucker Ag Werk Offstein,38480522,00000000000000000197,29.837836951572797,,64.51401146312112,233.00808448320663,56.963787963896394,0.8650747179828719,,1.1245982334467868,0.004260322909964767,,
"Südzucker Ag, Werk Brottewitz",38480545,00000000000000000198,59.19944567614743,,66.89090028966562,227.46798326112724,15.752982718598966,0.2255090041367475,,0.985987515518009,0.0151755205078125,,
"Südzucker Ag, Werk Ochsenfurt",38480495,00000000000000000199,35.774584355894085,,38.93501348289674,257.1987158357566,34.99145235207734,0.4188630068179859,,2.9594724615816,0.017475713439941407,,
"Südzucker Ag, Werk Plattling",38480492,0000000000000000019a,26.96722858185724,,36.2282943254179,313.77238559383153,37.91376167947183,0.7037549924316406,,3.436309714477539,0.08193601751708984,,
"Südzucker Ag, Werk Rain",38480497,0000000000000000019b,45.73206632262225,,52.846488038778624,228.4738876771382,31.021738813135233,0.4465540796764897,,4.159884003452197,0.0124857890625,,
"Südzucker Ag, Werk Wabern",38480498,0000000000000000019c,66.87186800510018,0.0028334860229492186,49.35879965052778,226.7710578236394,28.134295775768095,0.8597238275146485,,1.8115915365600586,0.005093263977050781,,
Südzucker Werk Regensburg,38480481,0000000000000000019d,40.68707080780676,,30.270355603964887,166.5158236381644,56.699982989545525,0.9166658417358399,,2.99678144706002,0.01064050323486328,,
Ten Kate Gmbh & Co. Kg,38480547,0000000000000000019e,96.32146693242642,,55.5794103870821,286.57263501577233,18.626541658249565,0.09699966729736328,,1.1560056589008407,0.0032677449951171874,,
Thomas Erwitte Cement Plant,42546167,0000000000000000019f,25.178479838234583,,32.22818596287628,88.56887042110496,34.08098419388834,1.3761759793701172,,0.7502647285508098,0.0,,
ThyssenKrupp Steel Duisburg steel plant,1566771,000000000000000001a0,127.42729552805343,0.0022427582397460937,35.893717456663595,36.70251584283136,136.3913702066852,0.787441161315918,,11.168780539979704,0.0050588828125,,
Ursa Deutschland Gmbh Werk Delitzsch,38469046,000000000000000001a1,47.685794802125706,,70.46443305260728,297.21354371806746,57.611081601687935,1.0475077744420669,,14.683591641134822,0.48176917900821464,,
Uxheim Cement Plant,42546185,000000000000000001a2,36.398823171910195,5.757831420898438E-4,43.88677598472066,24.46994338767928,5.203640176839191,0.06449478747558594,,0.03395776214599609,0.00287886083984375,,
Verallia Deutschland Ag,38469053,000000000000000001a3,93.28895460026737,,170.91501665686357,94.59635820151051,20.689916239266186,0.7473347898588293,,0.34408613430463,0.0036194425048828127,,
Verallia Deutschland Ag,38469075,000000000000000001a4,166.14742431760942,5.6078564453125E-4,24.960553598103367,8.697106266722676,158.60374507122208,0.7015231978759766,,1.7011162259909236,5.608480834960938E-4,,
Verallia Deutschland Ag,38469055,000000000000000001a5,42.673658878810016,0.005356904724121094,72.7406758450899,264.7280786972998,48.34227471610588,0.7510907567138672,,4.99945373758138,0.03630305694580078,,
Verallia Deutschland Ag,38469093,000000000000000001a6,95.39391029027855,,71.22673637820519,41.788594720702655,29.14102028523859,0.4891838917236328,,0.6459120743408203,1.8857020048253676E-4,,
Vion Leutkirch Nl. D. Vion Crailsheim Gmbh,38480479,000000000000000001a7,73.71799906552616,,206.69841838975722,39.94242608962641,18.313990899807802,0.6172736695554247,,0.8581045328211168,0.008454663208007812,,
Voerde aluminium plant,3673052,000000000000000001a8,51.421000612351136,0.0016819725952148437,46.49890638438125,74.1681004247891,47.70857233029425,0.5323056614846622,,6.895240224273084,0.0,,
W.L. Gore & Associates Gmbh,38476723,000000000000000001a9,125.76568515614801,,48.43074524722781,144.8000334086959,96.94578028797757,2.1827129939465095,,1.246427135620117,0.0,,
Walter Stoehr Gmbh,38473311,000000000000000001aa,53.729454226872704,,37.493604361604085,68.53031150837381,22.730188501409316,0.5915138133561676,,0.7905368394378064,0.021675159545898437,,
Walther-Glas Deutschland Gmbh,38469131,000000000000000001ab,36.74740743271675,,34.88860561668821,98.42296690292973,14.627809047773532,0.02460220642089844,,0.057001762756347656,,,
Weck Glaswerk Gmbh,38469079,000000000000000001ac,59.854994381022124,,33.276752308653585,106.801052512433,84.06753751523534,0.729555673551911,,1.0037137163681928,,,
Weinmann Accessories Factory,38476696,000000000000000001ad,40.270369418545826,,32.49409282563548,72.7629533031001,71.47558939724262,0.34850942419433595,,1.1632330256651635,,,
Wellteam Schöneberg Verpackungs-Gmbh,38472894,000000000000000001ae,56.807029473605766,,24.942070280918017,34.68322299426318,68.83923953810915,0.1268359526977539,,0.17382469342041015,0.0,,
Wichmann Enten Gmbh,38480474,000000000000000001af,140.06978478623495,,200.8889631459428,220.44290946618878,31.577501061160337,0.2463054337158203,,5.342498426999319,1.955606124206543,,
"Wiegand- Glashüttenwerke Gmbh, Werk Schleusingen",38469104,000000000000000001b0,44.572601406886186,,34.588951180822995,46.33720041230635,13.765567791677917,0.1491030321044922,,0.11009452691650391,0.0,,
Wiegand-Glashüttenwerke Gmbh,38469105,000000000000000001b1,13.961848009576068,,15.657390719067632,10.755983114548627,9.830297614218798,0.014861041748046875,,0.15404419858254825,5.708115844726562E-4,,
Wiegand-Glashüttenwerke Gmbh Werk Steinbach A.Wald,38469059,000000000000000001b2,25.217023664884213,,19.907787426142427,10.697412954275093,5.719120439429432,0.012636919982910156,,0.029314833190917967,,,
Wiegla Gmbh,38469044,000000000000000001b3,61.554855005127685,,40.4731549895247,75.68840664697002,65.64857206545483,0.3137376207275391,,0.949682034975538,0.0,,
Willy Maisel Gmbh - World Of Textiles,38474933,000000000000000001b4,77.25896964164272,,86.57835073653898,142.19275126856834,31.697627798890352,0.6436875233764648,,1.4022139089283663,,,
Wittekind Erwitte Cement Plant,32438324,000000000000000001b5,26.4440834654802,,32.36828825566357,85.93503981321948,35.468391335734516,1.3687660584350587,,0.7509048161499023,0.0,,
Wittenberg Fertilizers Complex,45257203,000000000000000001b6,69.01415467823392,,51.926515915142,142.70421135815977,22.72933578262341,0.3552227354736328,,0.36050877666422526,0.0624501622032016,,
Wossingen Cement Plant,1896601,000000000000000001b7,54.646398942243984,,41.39260067430972,91.15369901374441,55.43821196026153,0.31995553543581495,,0.7902487006871841,0.0,,
"ZS Zellstoff Stendal GmbH, Mercer Stendal",44375505,000000000000000001b8,82.66153644162236,,65.11316463203984,190.04836508455145,7.842468295079609,0.15047550006103516,,0.4964029526977539,0.06113554620361328,,
Zellstoff Stendal Gmbh,38467589,000000000000000001b9,83.5305729015953,,65.85320358747919,192.79183357975808,8.069803366532629,0.1510210714111328,,0.4964029526977539,0.06113554620361328,,
Zwiesel Kristallglas Ag,38469056,000000000000000001ba,4.770809006199496,0.0,11.098538996218693,1.8527217750380574,5.329342805355297,0.011833286254882813,,0.044934360778808594,0.0,,
Aalborg Cement Plant,1896644,000000000000000001bb,54.43719092942756,,124.62954512725483,254.51571188329194,44.67680110165467,1.2290244821313,,30.789251636786727,0.15860404177856446,,
Aarhuskarlshamn Denmark A/S,38480353,000000000000000001bc,69.27402251764096,,76.19142453308133,141.14158208068866,65.4744273756407,0.8462129703899309,,215.42530057530183,0.010042381378173829,,
Ardagh Glass Holmegaard A/S,38469000,000000000000000001bd,80.86149055224938,,84.45636110266722,291.03651401886594,26.858440120440555,0.2598272401111079,,0.15745398950195313,0.006694473205566406,,
Carlsberg Danmark A/S Tuborg Fb/Terminal Vest/Fredericia,38480354,000000000000000001be,49.023808114990814,,63.02165553308609,150.39479499025015,34.834040999001076,0.374877973816636,,240.27728250955144,0.010704905426025391,,
