iso3_country,year,technology,income_group,wb_region,capex_$/kw,fom_$/kw/yr,vom_$/mwh,lcoe_$/mwh,wacc_nominal,crf,annual_cost_$/kw/yr,data_source,capex_source,crf_source,proxy_peers,country_name
BWA,2025,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,476.94,4.6667,23.8615,60.96,,0.101525,53.09,proxied,peer_mean_income,peer_mean,CHN,Botswana
BWA,2030,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,360.14,3.5239,13.7138,41.37,,0.101525,40.09,proxied,peer_mean_income,peer_mean,CHN,Botswana
CAF,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Central African Republic
CAF,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Central African Republic
CAN,2025,Utility-scale battery (4h),HIC,North America,1066.5,10.4562,16.5978,110.26,0.064121,0.081316,97.18,proxied,peer_mean_region_income,irena,USA,Canada
CAN,2030,Utility-scale battery (4h),HIC,North America,823.46,8.0687,9.5337,80.81,0.064121,0.081316,75.03,proxied,peer_mean_region_income,irena,USA,Canada
CHE,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.022926,0.052997,63.47,proxied,peer_mean_region_income,irena,DEU|GBR,Switzerland
CHE,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.022926,0.052997,45.68,proxied,peer_mean_region_income,irena,DEU|GBR,Switzerland
CHL,2025,Utility-scale battery (4h),HIC,Latin America & Caribbean,1209.43,11.8575,14.4329,121.67,0.068698,0.084806,114.42,bnef,bnef,irena,,Chile
CHL,2030,Utility-scale battery (4h),HIC,Latin America & Caribbean,887.97,8.7009,8.2902,85.75,0.068698,0.084806,84.01,bnef,bnef,irena,,Chile
CHN,2025,Utility-scale battery (4h),UMIC,East Asia & Pacific,476.94,4.6667,23.8615,60.96,0.038127,0.062751,34.59,bnef,bnef,irena,,China
CHN,2030,Utility-scale battery (4h),UMIC,East Asia & Pacific,360.14,3.5239,13.7138,41.37,0.038127,0.062751,26.12,bnef,bnef,irena,,China
CIV,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Côte d'Ivoire
CIV,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Côte d'Ivoire
CMR,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Cameroon
CMR,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Cameroon
COD,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,"Congo, Democratic Republic of the"
COD,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,"Congo, Democratic Republic of the"
COG,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Congo
COG,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Congo
COL,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.090857,0.102514,53.56,proxied,peer_mean_income,irena,CHN,Colombia
COL,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.090857,0.102514,40.44,proxied,peer_mean_income,irena,CHN,Colombia
COM,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Comoros
COM,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Comoros
CPV,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Cabo Verde
CPV,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Cabo Verde
CRI,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.09443,0.105483,54.98,proxied,peer_mean_income,irena,CHN,Costa Rica
CRI,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.09443,0.105483,41.51,proxied,peer_mean_income,irena,CHN,Costa Rica
CUB,2025,Utility-scale battery (4h),Unknown,Unknown,1061.64,10.375,17.919,114.21,0.116335,0.124269,142.3,proxied,global_mean,irena,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Cuba
CUB,2030,Utility-scale battery (4h),Unknown,Unknown,780.98,7.6333,10.3,78.53,0.116335,0.124269,104.68,proxied,global_mean,irena,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Cuba
CYP,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.070456,0.086163,96.99,proxied,peer_mean_region_income,irena,DEU|GBR,Cyprus
CYP,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.070456,0.086163,69.8,proxied,peer_mean_region_income,irena,DEU|GBR,Cyprus
CZE,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.058571,0.077168,87.9,proxied,peer_mean_region_income,irena,DEU|GBR,Czechia
CZE,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.058571,0.077168,63.26,proxied,peer_mean_region_income,irena,DEU|GBR,Czechia
DEU,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1040.35,10.2018,9.3749,111.04,0.034403,0.060282,72.92,bnef,bnef,irena,,Germany
DEU,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,748.67,7.3478,5.3926,74.45,0.034403,0.060282,52.48,bnef,bnef,irena,,Germany
DJI,2025,Utility-scale battery (4h),LMIC,Middle East & North Africa,1262.24,12.1262,28.7793,154.41,,0.220931,290.99,proxied,peer_mean_income,peer_mean,IND,Djibouti
DJI,2030,Utility-scale battery (4h),LMIC,Middle East & North Africa,926.75,8.9099,16.5526,99.71,,0.220931,213.66,proxied,peer_mean_income,peer_mean,IND,Djibouti
DMA,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,,0.333547,163.75,proxied,peer_mean_income,peer_mean,CHN,Dominica
DMA,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,,0.333547,123.65,proxied,peer_mean_income,peer_mean,CHN,Dominica
DNK,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.041481,0.065018,75.62,proxied,peer_mean_region_income,irena,DEU|GBR,Denmark
DNK,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.041481,0.065018,54.42,proxied,peer_mean_region_income,irena,DEU|GBR,Denmark
DOM,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.09858,0.108967,56.64,proxied,peer_mean_income,irena,CHN,Dominican Republic
DOM,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.09858,0.108967,42.77,proxied,peer_mean_income,irena,CHN,Dominican Republic
DZA,2025,Utility-scale battery (4h),LMIC,Middle East & North Africa,1262.24,12.1262,28.7793,154.41,0.147823,0.152686,204.85,proxied,peer_mean_income,irena,IND,Algeria
DZA,2030,Utility-scale battery (4h),LMIC,Middle East & North Africa,926.75,8.9099,16.5526,99.71,0.147823,0.152686,150.41,proxied,peer_mean_income,irena,IND,Algeria
ECU,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.138722,0.144331,73.5,proxied,peer_mean_income,irena,CHN,Ecuador
ECU,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.138722,0.144331,55.5,proxied,peer_mean_income,irena,CHN,Ecuador
EGY,2025,Utility-scale battery (4h),LMIC,Middle East & North Africa,1262.24,12.1262,28.7793,154.41,0.195498,0.197775,261.77,proxied,peer_mean_income,irena,IND,Egypt
EGY,2030,Utility-scale battery (4h),LMIC,Middle East & North Africa,926.75,8.9099,16.5526,99.71,0.195498,0.197775,192.2,proxied,peer_mean_income,irena,IND,Egypt
ERI,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Eritrea
ERI,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Eritrea
ESP,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.057195,0.076154,86.88,proxied,peer_mean_region_income,irena,DEU|GBR,Spain
ESP,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.057195,0.076154,62.52,proxied,peer_mean_region_income,irena,DEU|GBR,Spain
EST,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.086098,0.098606,109.57,proxied,peer_mean_region_income,irena,DEU|GBR,Estonia
EST,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.086098,0.098606,78.85,proxied,peer_mean_region_income,irena,DEU|GBR,Estonia
ETH,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,0.233097,0.234341,259.16,proxied,global_mean,irena,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Ethiopia
ETH,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,0.233097,0.234341,190.65,proxied,global_mean,irena,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Ethiopia
FIN,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.068915,0.084973,95.79,proxied,peer_mean_region_income,irena,DEU|GBR,Finland
FIN,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.068915,0.084973,68.94,proxied,peer_mean_region_income,irena,DEU|GBR,Finland
FJI,2025,Utility-scale battery (4h),UMIC,East Asia & Pacific,476.94,4.6667,23.8615,60.96,,0.082172,43.86,proxied,peer_mean_region_income,peer_mean,CHN,Fiji
FJI,2030,Utility-scale battery (4h),UMIC,East Asia & Pacific,360.14,3.5239,13.7138,41.37,,0.082172,33.12,proxied,peer_mean_region_income,peer_mean,CHN,Fiji
FRA,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.035939,0.061294,71.86,proxied,peer_mean_region_income,irena,DEU|GBR,France
FRA,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.035939,0.061294,51.72,proxied,peer_mean_region_income,irena,DEU|GBR,France
FSM,2025,Utility-scale battery (4h),LMIC,East Asia & Pacific,1262.24,12.1262,28.7793,154.41,,0.156314,209.43,proxied,peer_mean_income,peer_mean,IND,"Micronesia, Federated States of"
FSM,2030,Utility-scale battery (4h),LMIC,East Asia & Pacific,926.75,8.9099,16.5526,99.71,,0.156314,153.77,proxied,peer_mean_income,peer_mean,IND,"Micronesia, Federated States of"
GAB,2025,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,476.94,4.6667,23.8615,60.96,,0.101525,53.09,proxied,peer_mean_income,peer_mean,CHN,Gabon
GAB,2030,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,360.14,3.5239,13.7138,41.37,,0.101525,40.09,proxied,peer_mean_income,peer_mean,CHN,Gabon
GBR,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,981.04,9.6181,21.1755,109.26,0.042734,0.065875,74.24,bnef,bnef,irena,,United Kingdom of Great Britain and Northern Ireland
GBR,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,705.99,6.9215,12.1701,72.33,0.042734,0.065875,53.43,bnef,bnef,irena,,United Kingdom of Great Britain and Northern Ireland
GEO,2025,Utility-scale battery (4h),UMIC,Europe & Central Asia,476.94,4.6667,23.8615,60.96,,0.149642,76.04,proxied,peer_mean_income,peer_mean,CHN,Georgia
GEO,2030,Utility-scale battery (4h),UMIC,Europe & Central Asia,360.14,3.5239,13.7138,41.37,,0.149642,57.42,proxied,peer_mean_income,peer_mean,CHN,Georgia
GHA,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,0.201861,0.203917,269.52,proxied,peer_mean_income,irena,IND,Ghana
GHA,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,0.201861,0.203917,197.89,proxied,peer_mean_income,irena,IND,Ghana
GIN,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Guinea
GIN,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Guinea
GMB,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Gambia
GMB,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Gambia
GNB,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Guinea-Bissau
GNB,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Guinea-Bissau
GNQ,2025,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,476.94,4.6667,23.8615,60.96,,0.101525,53.09,proxied,peer_mean_income,peer_mean,CHN,Equatorial Guinea
GNQ,2030,Utility-scale battery (4h),UMIC,Sub-Saharan Africa,360.14,3.5239,13.7138,41.37,,0.101525,40.09,proxied,peer_mean_income,peer_mean,CHN,Equatorial Guinea
GRC,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.062812,0.080329,91.1,proxied,peer_mean_region_income,irena,DEU|GBR,Greece
GRC,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.062812,0.080329,65.56,proxied,peer_mean_region_income,irena,DEU|GBR,Greece
GRD,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,,0.333547,163.75,proxied,peer_mean_income,peer_mean,CHN,Grenada
GRD,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,,0.333547,123.65,proxied,peer_mean_income,peer_mean,CHN,Grenada
GTM,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.104204,0.113747,58.92,proxied,peer_mean_income,irena,CHN,Guatemala
GTM,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.104204,0.113747,44.49,proxied,peer_mean_income,irena,CHN,Guatemala
GUY,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,,0.333547,163.75,proxied,peer_mean_income,peer_mean,CHN,Guyana
GUY,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,,0.333547,123.65,proxied,peer_mean_income,peer_mean,CHN,Guyana
HKG,2025,Utility-scale battery (4h),HIC,East Asia & Pacific,1228.32,12.0369,14.565,123.05,,0.075773,105.11,proxied,peer_mean_region_income,peer_mean,AUS|JPN,Hong Kong
HKG,2030,Utility-scale battery (4h),HIC,East Asia & Pacific,897.43,8.7969,8.3737,86.92,,0.075773,76.8,proxied,peer_mean_region_income,peer_mean,AUS|JPN,Hong Kong
HND,2025,Utility-scale battery (4h),LMIC,Latin America & Caribbean,1262.24,12.1262,28.7793,154.41,0.089409,0.101319,140.02,proxied,peer_mean_income,irena,IND,Honduras
HND,2030,Utility-scale battery (4h),LMIC,Latin America & Caribbean,926.75,8.9099,16.5526,99.71,0.089409,0.101319,102.81,proxied,peer_mean_income,irena,IND,Honduras
HRV,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.079555,0.093323,104.23,proxied,peer_mean_region_income,irena,DEU|GBR,Croatia
HRV,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.079555,0.093323,75.01,proxied,peer_mean_region_income,irena,DEU|GBR,Croatia
HTI,2025,Utility-scale battery (4h),LIC,Latin America & Caribbean,1061.64,10.375,17.919,114.21,,0.142799,161.98,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Haiti
HTI,2030,Utility-scale battery (4h),LIC,Latin America & Caribbean,780.98,7.6333,10.3,78.53,,0.142799,119.16,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Haiti
HUN,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.072747,0.087945,98.8,proxied,peer_mean_region_income,irena,DEU|GBR,Hungary
HUN,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.072747,0.087945,71.1,proxied,peer_mean_region_income,irena,DEU|GBR,Hungary
IDN,2025,Utility-scale battery (4h),UMIC,East Asia & Pacific,476.94,4.6667,23.8615,60.96,0.085179,0.097857,51.34,proxied,peer_mean_region_income,irena,CHN,Indonesia
IDN,2030,Utility-scale battery (4h),UMIC,East Asia & Pacific,360.14,3.5239,13.7138,41.37,0.085179,0.097857,38.77,proxied,peer_mean_region_income,irena,CHN,Indonesia
IND,2025,Utility-scale battery (4h),LMIC,South Asia,1262.24,12.1262,28.7793,154.41,0.101942,0.111817,153.27,bnef,bnef,irena,,India
IND,2030,Utility-scale battery (4h),LMIC,South Asia,926.75,8.9099,16.5526,99.71,0.101942,0.111817,112.54,bnef,bnef,irena,,India
IRL,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.074911,0.089641,100.51,proxied,peer_mean_region_income,irena,DEU|GBR,Ireland
IRL,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.074911,0.089641,72.33,proxied,peer_mean_region_income,irena,DEU|GBR,Ireland
IRN,2025,Utility-scale battery (4h),LMIC,Middle East & North Africa,1262.24,12.1262,28.7793,154.41,0.482227,0.482253,620.85,proxied,peer_mean_income,irena,IND,"Iran, Islamic Republic of"
IRN,2030,Utility-scale battery (4h),LMIC,Middle East & North Africa,926.75,8.9099,16.5526,99.71,0.482227,0.482253,455.84,proxied,peer_mean_income,irena,IND,"Iran, Islamic Republic of"
IRQ,2025,Utility-scale battery (4h),UMIC,Middle East & North Africa,476.94,4.6667,23.8615,60.96,0.127419,0.134107,68.63,proxied,peer_mean_income,irena,CHN,Iraq
IRQ,2030,Utility-scale battery (4h),UMIC,Middle East & North Africa,360.14,3.5239,13.7138,41.37,0.127419,0.134107,51.82,proxied,peer_mean_income,irena,CHN,Iraq
ISL,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,,0.078098,88.84,proxied,peer_mean_region_income,peer_mean,DEU|GBR,Iceland
ISL,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,,0.078098,63.94,proxied,peer_mean_region_income,peer_mean,DEU|GBR,Iceland
ISR,2025,Utility-scale battery (4h),HIC,Middle East & North Africa,1125.66,11.0345,15.1185,116.39,0.059356,0.077749,98.55,proxied,peer_mean_income,irena,AUS|CHL|DEU|GBR|JPN|USA,Israel
ISR,2030,Utility-scale battery (4h),HIC,Middle East & North Africa,826.83,8.1055,8.689,81.2,0.059356,0.077749,72.39,proxied,peer_mean_income,irena,AUS|CHL|DEU|GBR|JPN|USA,Israel
ITA,2025,Utility-scale battery (4h),HIC,Europe & Central Asia,1010.69,9.9099,15.2752,110.15,0.051046,0.071698,82.37,proxied,peer_mean_region_income,irena,DEU|GBR,Italy
ITA,2030,Utility-scale battery (4h),HIC,Europe & Central Asia,727.33,7.1347,8.7813,73.39,0.051046,0.071698,59.28,proxied,peer_mean_region_income,irena,DEU|GBR,Italy
JAM,2025,Utility-scale battery (4h),UMIC,Latin America & Caribbean,476.94,4.6667,23.8615,60.96,0.125707,0.132575,67.9,proxied,peer_mean_income,irena,CHN,Jamaica
JAM,2030,Utility-scale battery (4h),UMIC,Latin America & Caribbean,360.14,3.5239,13.7138,41.37,0.125707,0.132575,51.27,proxied,peer_mean_income,irena,CHN,Jamaica
JOR,2025,Utility-scale battery (4h),UMIC,Middle East & North Africa,476.94,4.6667,23.8615,60.96,0.109638,0.118426,61.15,proxied,peer_mean_income,irena,CHN,Jordan
JOR,2030,Utility-scale battery (4h),UMIC,Middle East & North Africa,360.14,3.5239,13.7138,41.37,0.109638,0.118426,46.17,proxied,peer_mean_income,irena,CHN,Jordan
JPN,2025,Utility-scale battery (4h),HIC,East Asia & Pacific,1328.89,13.0915,14.8505,129.2,0.043584,0.06646,101.41,bnef,bnef,irena,,Japan
JPN,2030,Utility-scale battery (4h),HIC,East Asia & Pacific,966.85,9.5249,8.5349,91.05,0.043584,0.06646,73.78,bnef,bnef,irena,,Japan
KAZ,2025,Utility-scale battery (4h),UMIC,Europe & Central Asia,476.94,4.6667,23.8615,60.96,0.145668,0.150699,76.54,proxied,peer_mean_income,irena,CHN,Kazakhstan
KAZ,2030,Utility-scale battery (4h),UMIC,Europe & Central Asia,360.14,3.5239,13.7138,41.37,0.145668,0.150699,57.8,proxied,peer_mean_income,irena,CHN,Kazakhstan
KEN,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,0.136065,0.141912,191.25,proxied,peer_mean_income,irena,IND,Kenya
KEN,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,0.136065,0.141912,140.43,proxied,peer_mean_income,irena,IND,Kenya
KGZ,2025,Utility-scale battery (4h),LMIC,Europe & Central Asia,1262.24,12.1262,28.7793,154.41,,0.17663,235.08,proxied,peer_mean_income,peer_mean,IND,Kyrgyzstan
KGZ,2030,Utility-scale battery (4h),LMIC,Europe & Central Asia,926.75,8.9099,16.5526,99.71,,0.17663,172.6,proxied,peer_mean_income,peer_mean,IND,Kyrgyzstan
KHM,2025,Utility-scale battery (4h),LMIC,East Asia & Pacific,1262.24,12.1262,28.7793,154.41,,0.156314,209.43,proxied,peer_mean_income,peer_mean,IND,Cambodia
KHM,2030,Utility-scale battery (4h),LMIC,East Asia & Pacific,926.75,8.9099,16.5526,99.71,,0.156314,153.77,proxied,peer_mean_income,peer_mean,IND,Cambodia
KIR,2025,Utility-scale battery (4h),LMIC,East Asia & Pacific,1262.24,12.1262,28.7793,154.41,,0.156314,209.43,proxied,peer_mean_income,peer_mean,IND,Kiribati
KIR,2030,Utility-scale battery (4h),LMIC,East Asia & Pacific,926.75,8.9099,16.5526,99.71,,0.156314,153.77,proxied,peer_mean_income,peer_mean,IND,Kiribati
KNA,2025,Utility-scale battery (4h),HIC,Latin America & Caribbean,1209.43,11.8575,14.4329,121.67,,0.089378,119.95,proxied,peer_mean_region_income,peer_mean,CHL,Saint Kitts and Nevis
KNA,2030,Utility-scale battery (4h),HIC,Latin America & Caribbean,887.97,8.7009,8.2902,85.75,,0.089378,88.07,proxied,peer_mean_region_income,peer_mean,CHL,Saint Kitts and Nevis
KOR,2025,Utility-scale battery (4h),HIC,East Asia & Pacific,1228.32,12.0369,14.565,123.05,,0.075773,105.11,proxied,peer_mean_region_income,peer_mean,AUS|JPN,"Korea, Republic of"
KOR,2030,Utility-scale battery (4h),HIC,East Asia & Pacific,897.43,8.7969,8.3737,86.92,,0.075773,76.8,proxied,peer_mean_region_income,peer_mean,AUS|JPN,"Korea, Republic of"
KWT,2025,Utility-scale battery (4h),HIC,Middle East & North Africa,1125.66,11.0345,15.1185,116.39,0.074025,0.088945,111.16,proxied,peer_mean_income,irena,AUS|CHL|DEU|GBR|JPN|USA,Kuwait
KWT,2030,Utility-scale battery (4h),HIC,Middle East & North Africa,826.83,8.1055,8.689,81.2,0.074025,0.088945,81.65,proxied,peer_mean_income,irena,AUS|CHL|DEU|GBR|JPN|USA,Kuwait
LAO,2025,Utility-scale battery (4h),LMIC,East Asia & Pacific,1262.24,12.1262,28.7793,154.41,,0.156314,209.43,proxied,peer_mean_income,peer_mean,IND,Lao People's Democratic Republic
LAO,2030,Utility-scale battery (4h),LMIC,East Asia & Pacific,926.75,8.9099,16.5526,99.71,,0.156314,153.77,proxied,peer_mean_income,peer_mean,IND,Lao People's Democratic Republic
LBN,2025,Utility-scale battery (4h),LMIC,Middle East & North Africa,1262.24,12.1262,28.7793,154.41,0.210363,0.212157,279.92,proxied,peer_mean_income,irena,IND,Lebanon
LBN,2030,Utility-scale battery (4h),LMIC,Middle East & North Africa,926.75,8.9099,16.5526,99.71,0.210363,0.212157,205.53,proxied,peer_mean_income,irena,IND,Lebanon
LBR,2025,Utility-scale battery (4h),LIC,Sub-Saharan Africa,1061.64,10.375,17.919,114.21,,0.144433,163.71,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Liberia
LBR,2030,Utility-scale battery (4h),LIC,Sub-Saharan Africa,780.98,7.6333,10.3,78.53,,0.144433,120.43,proxied,global_mean,peer_mean,AUS|CHL|CHN|DEU|GBR|IND|JPN|USA,Liberia
LBY,2025,Utility-scale battery (4h),UMIC,Middle East & North Africa,476.94,4.6667,23.8615,60.96,,0.126267,64.89,proxied,peer_mean_income,peer_mean,CHN,Libya
