iso3_country,year,technology,income_group,wb_region,capex_$/kw,fom_$/kw/yr,vom_$/mwh,lcoe_$/mwh,wacc_nominal,crf,annual_cost_$/kw/yr,data_source,capex_source,crf_source,proxy_peers,country_name
ZMB,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Zambia
ZWE,2025,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,1262.24,12.1262,28.7793,154.41,,0.142378,191.84,proxied,peer_mean_income,peer_mean,IND,Zimbabwe
ZWE,2030,Utility-scale battery (4h),LMIC,Sub-Saharan Africa,926.75,8.9099,16.5526,99.71,,0.142378,140.86,proxied,peer_mean_income,peer_mean,IND,Zimbabwe
ABW,2025,Coal,HIC,Latin America & Caribbean,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Aruba
ABW,2030,Coal,HIC,Latin America & Caribbean,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Aruba
AFG,2025,Coal,LIC,South Asia,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Afghanistan
AFG,2030,Coal,LIC,South Asia,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Afghanistan
AGO,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Angola
AGO,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Angola
ALB,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Albania
ALB,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Albania
AND,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Andorra
AND,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Andorra
ARE,2025,Coal,HIC,Middle East & North Africa,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,United Arab Emirates
ARE,2030,Coal,HIC,Middle East & North Africa,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,United Arab Emirates
ARG,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Argentina
ARG,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Argentina
ARM,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Armenia
ARM,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Armenia
ATG,2025,Coal,HIC,Latin America & Caribbean,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Antigua and Barbuda
ATG,2030,Coal,HIC,Latin America & Caribbean,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Antigua and Barbuda
AUS,2025,Coal,HIC,East Asia & Pacific,,,,174.65,,,,bnef,bnef,not_used,,Australia
AUS,2030,Coal,HIC,East Asia & Pacific,,,,172.28,,,,bnef,bnef,not_used,,Australia
AUT,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Austria
AUT,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Austria
AZE,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Azerbaijan
AZE,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Azerbaijan
BDI,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Burundi
BDI,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Burundi
BEL,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Belgium
BEL,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Belgium
BEN,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Benin
BEN,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Benin
BFA,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Burkina Faso
BFA,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Burkina Faso
BGD,2025,Coal,LMIC,South Asia,,,,57.04,,,,proxied,peer_mean_region_income,not_used,IND,Bangladesh
BGD,2030,Coal,LMIC,South Asia,,,,58.59,,,,proxied,peer_mean_region_income,not_used,IND,Bangladesh
BGR,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Bulgaria
BGR,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Bulgaria
BHR,2025,Coal,HIC,Middle East & North Africa,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Bahrain
BHR,2030,Coal,HIC,Middle East & North Africa,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Bahrain
BHS,2025,Coal,HIC,Latin America & Caribbean,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Bahamas
BHS,2030,Coal,HIC,Latin America & Caribbean,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Bahamas
BIH,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Bosnia and Herzegovina
BIH,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Bosnia and Herzegovina
BLR,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Belarus
BLR,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Belarus
BLZ,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Belize
BLZ,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Belize
BOL,2025,Coal,LMIC,Latin America & Caribbean,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,"Bolivia, Plurinational State of"
BOL,2030,Coal,LMIC,Latin America & Caribbean,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,"Bolivia, Plurinational State of"
BRA,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Brazil
BRA,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Brazil
BRB,2025,Coal,HIC,Latin America & Caribbean,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Barbados
BRB,2030,Coal,HIC,Latin America & Caribbean,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Barbados
BRN,2025,Coal,HIC,East Asia & Pacific,,,,105.79,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Brunei Darussalam
BRN,2030,Coal,HIC,East Asia & Pacific,,,,105.53,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Brunei Darussalam
BTN,2025,Coal,LMIC,South Asia,,,,57.04,,,,proxied,peer_mean_region_income,not_used,IND,Bhutan
BTN,2030,Coal,LMIC,South Asia,,,,58.59,,,,proxied,peer_mean_region_income,not_used,IND,Bhutan
BWA,2025,Coal,UMIC,Sub-Saharan Africa,,,,139.62,,,,proxied,peer_mean_region_income,not_used,ZAF,Botswana
BWA,2030,Coal,UMIC,Sub-Saharan Africa,,,,151.77,,,,proxied,peer_mean_region_income,not_used,ZAF,Botswana
CAF,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Central African Republic
CAF,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Central African Republic
CAN,2025,Coal,HIC,North America,,,,136.23,,,,proxied,peer_mean_region_income,not_used,USA,Canada
CAN,2030,Coal,HIC,North America,,,,152.13,,,,proxied,peer_mean_region_income,not_used,USA,Canada
CHE,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Switzerland
CHE,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Switzerland
CHL,2025,Coal,HIC,Latin America & Caribbean,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Chile
CHL,2030,Coal,HIC,Latin America & Caribbean,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Chile
CHN,2025,Coal,UMIC,East Asia & Pacific,,,,66.82,,,,bnef,bnef,not_used,,China
CHN,2030,Coal,UMIC,East Asia & Pacific,,,,68.99,,,,bnef,bnef,not_used,,China
CIV,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Côte d'Ivoire
CIV,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Côte d'Ivoire
CMR,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Cameroon
CMR,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Cameroon
COD,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,"Congo, Democratic Republic of the"
COD,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,"Congo, Democratic Republic of the"
COG,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Congo
COG,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Congo
COL,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Colombia
COL,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Colombia
COM,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Comoros
COM,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Comoros
CPV,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Cabo Verde
CPV,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Cabo Verde
CRI,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Costa Rica
CRI,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Costa Rica
CYP,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Cyprus
CYP,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Cyprus
CZE,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Czechia
CZE,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Czechia
DEU,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Germany
DEU,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Germany
DJI,2025,Coal,LMIC,Middle East & North Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Djibouti
DJI,2030,Coal,LMIC,Middle East & North Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Djibouti
DMA,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Dominica
DMA,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Dominica
DNK,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Denmark
DNK,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Denmark
DOM,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Dominican Republic
DOM,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Dominican Republic
DZA,2025,Coal,LMIC,Middle East & North Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Algeria
DZA,2030,Coal,LMIC,Middle East & North Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Algeria
ECU,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Ecuador
ECU,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Ecuador
EGY,2025,Coal,LMIC,Middle East & North Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Egypt
EGY,2030,Coal,LMIC,Middle East & North Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Egypt
ERI,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Eritrea
ERI,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Eritrea
ESP,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Spain
ESP,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Spain
EST,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Estonia
EST,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Estonia
ETH,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Ethiopia
ETH,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Ethiopia
FIN,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Finland
FIN,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Finland
FJI,2025,Coal,UMIC,East Asia & Pacific,,,,72.08,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Fiji
FJI,2030,Coal,UMIC,East Asia & Pacific,,,,75.03,,,,proxied,peer_mean_region_income,not_used,CHN|IDN|MYS|THA,Fiji
FRA,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,France
FRA,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,France
FSM,2025,Coal,LMIC,East Asia & Pacific,,,,87.18,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,"Micronesia, Federated States of"
FSM,2030,Coal,LMIC,East Asia & Pacific,,,,85.16,,,,proxied,peer_mean_region_income,not_used,PHL|VNM,"Micronesia, Federated States of"
GAB,2025,Coal,UMIC,Sub-Saharan Africa,,,,139.62,,,,proxied,peer_mean_region_income,not_used,ZAF,Gabon
GAB,2030,Coal,UMIC,Sub-Saharan Africa,,,,151.77,,,,proxied,peer_mean_region_income,not_used,ZAF,Gabon
GBR,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,United Kingdom of Great Britain and Northern Ireland
GBR,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,United Kingdom of Great Britain and Northern Ireland
GEO,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Georgia
GEO,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Georgia
GHA,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Ghana
GHA,2030,Coal,LMIC,Sub-Saharan Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Ghana
GIN,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Guinea
GIN,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Guinea
GMB,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Gambia
GMB,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Gambia
GNB,2025,Coal,LIC,Sub-Saharan Africa,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Guinea-Bissau
GNB,2030,Coal,LIC,Sub-Saharan Africa,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Guinea-Bissau
GNQ,2025,Coal,UMIC,Sub-Saharan Africa,,,,139.62,,,,proxied,peer_mean_region_income,not_used,ZAF,Equatorial Guinea
GNQ,2030,Coal,UMIC,Sub-Saharan Africa,,,,151.77,,,,proxied,peer_mean_region_income,not_used,ZAF,Equatorial Guinea
GRC,2025,Coal,HIC,Europe & Central Asia,,,,232.66,,,,bnef,bnef,not_used,,Greece
GRC,2030,Coal,HIC,Europe & Central Asia,,,,234.49,,,,bnef,bnef,not_used,,Greece
GRD,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Grenada
GRD,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Grenada
GTM,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Guatemala
GTM,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Guatemala
GUY,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Guyana
GUY,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Guyana
HKG,2025,Coal,HIC,East Asia & Pacific,,,,105.79,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Hong Kong
HKG,2030,Coal,HIC,East Asia & Pacific,,,,105.53,,,,proxied,peer_mean_region_income,not_used,AUS|JPN|KOR,Hong Kong
HND,2025,Coal,LMIC,Latin America & Caribbean,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Honduras
HND,2030,Coal,LMIC,Latin America & Caribbean,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Honduras
HRV,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Croatia
HRV,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Croatia
HTI,2025,Coal,LIC,Latin America & Caribbean,,,,109.87,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Haiti
HTI,2030,Coal,LIC,Latin America & Caribbean,,,,111.46,,,,proxied,global_mean,not_used,AUS|CHN|GRC|IDN|IND|JPN|KOR|MYS|PHL|POL|THA|TUR|USA|VNM|ZAF,Haiti
HUN,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Hungary
HUN,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Hungary
IDN,2025,Coal,UMIC,East Asia & Pacific,,,,72.1,,,,bnef,bnef,not_used,,Indonesia
IDN,2030,Coal,UMIC,East Asia & Pacific,,,,75.33,,,,bnef,bnef,not_used,,Indonesia
IND,2025,Coal,LMIC,South Asia,,,,57.04,,,,bnef,bnef,not_used,,India
IND,2030,Coal,LMIC,South Asia,,,,58.59,,,,bnef,bnef,not_used,,India
IRL,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Ireland
IRL,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Ireland
IRN,2025,Coal,LMIC,Middle East & North Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,"Iran, Islamic Republic of"
IRN,2030,Coal,LMIC,Middle East & North Africa,,,,76.3,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,"Iran, Islamic Republic of"
IRQ,2025,Coal,UMIC,Middle East & North Africa,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Iraq
IRQ,2030,Coal,UMIC,Middle East & North Africa,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Iraq
ISL,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Iceland
ISL,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Iceland
ISR,2025,Coal,HIC,Middle East & North Africa,,,,152.1,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Israel
ISR,2030,Coal,HIC,Middle East & North Africa,,,,152.49,,,,proxied,peer_mean_income,not_used,AUS|GRC|JPN|KOR|POL|USA,Israel
ITA,2025,Coal,HIC,Europe & Central Asia,,,,229.5,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Italy
ITA,2030,Coal,HIC,Europe & Central Asia,,,,223.12,,,,proxied,peer_mean_region_income,not_used,GRC|POL,Italy
JAM,2025,Coal,UMIC,Latin America & Caribbean,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Jamaica
JAM,2030,Coal,UMIC,Latin America & Caribbean,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Jamaica
JOR,2025,Coal,UMIC,Middle East & North Africa,,,,83.99,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Jordan
JOR,2030,Coal,UMIC,Middle East & North Africa,,,,88.01,,,,proxied,peer_mean_income,not_used,CHN|IDN|MYS|THA|TUR|ZAF,Jordan
JPN,2025,Coal,HIC,East Asia & Pacific,,,,69.11,,,,bnef,bnef,not_used,,Japan
JPN,2030,Coal,HIC,East Asia & Pacific,,,,70.4,,,,bnef,bnef,not_used,,Japan
KAZ,2025,Coal,UMIC,Europe & Central Asia,,,,76.02,,,,proxied,peer_mean_region_income,not_used,TUR,Kazakhstan
KAZ,2030,Coal,UMIC,Europe & Central Asia,,,,76.17,,,,proxied,peer_mean_region_income,not_used,TUR,Kazakhstan
KEN,2025,Coal,LMIC,Sub-Saharan Africa,,,,77.13,,,,proxied,peer_mean_income,not_used,IND|PHL|VNM,Kenya
