source_name,source_id,system:index,tree_cover_km2,shrubland_km2,grassland_km2,cropland_km2,built_up_km2,bare_sparse_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2
Agrana Zucker Gmbh,38480613,00000000000000000000,4.372385876500988,,3.119703692184629,39.88048884644825,3.0313024885165345,0.26983025970387176,,0.07616672888183594,0.002999527587890625,,
Agrana Zucker Gmbh,38480620,00000000000000000001,4.107751740342802,,5.178348165875125,31.206105107996823,6.053506045639937,0.07007974816894531,,0.29500247442028565,0.0,,
Austria,32267416,00000000000000000002,0.24975663802179068,,0.050739667317947684,6.066891479492187E-4,0.0,0.05205650962273093,0.0,0.0,,,0.0
Bunge Austria Gmbh,38480528,00000000000000000003,3.0200472633135633,,4.16976201464365,32.16503896003082,4.70900687312658,0.08611548205566406,,0.019274493530273436,0.0024084029541015625,,
D.Swarovski Kg,38469135,00000000000000000004,2.65146728442335,,4.1325373808304136,5.123500969626274,3.7010512156630564,0.02014935144042969,,0.6449729431640626,,,
Eibetex,38479269,00000000000000000005,5.933309951026585,,8.860865157944374,37.354265580336204,3.095062999657006,0.019574406433105467,,0.05564365175924862,0.0011872152709960938,,
Gartenau Cement Plant,32437243,00000000000000000006,3.344152693266027,,6.42701508513878,0.9696917077636719,3.954604654277728,0.07209052142333984,,0.1915606452789905,,,
Getzner Textil Ag,38473498,00000000000000000007,3.5604842866737534,,3.4423109860069134,1.154612048148361,3.6901212170508293,0.022046443420410157,0.0,0.22672135482488892,,,0.0
Gmunden Cement Plant,32437244,00000000000000000008,4.136750946524347,,5.561654318010158,9.184557339680277,4.8331108152607065,0.055511673950195316,,8.658094170005409,,,
Gottstein Gmbh & Co.Kg (#),38477448,00000000000000000009,0.6162343393277038,,0.22850956834621056,0.01480741795391008,0.09803977039938536,0.007942415649414062,0.0,0.00244301611328125,,,0.00804895887858073
Hefel Textil Gmbh,38472832,0000000000000000000a,4.068128539040241,,8.913755479962756,7.566549801182169,1.0972828449458105,0.01075527685546875,,0.0017925127563476562,,,
Heratex (#),38479518,0000000000000000000b,0.2811184914404776,,0.7083652483470243,0.26660515258789064,0.36708260119628905,0.0024346177978515626,,0.0,,,
Huber,38475947,0000000000000000000c,0.29187924626823875,,1.4756862361184515,0.7843799190178367,0.4118433605090571,6.092354125976562E-4,,0.028025196166992186,,,
Jungbunzlauer Austria Ag,38480512,0000000000000000000d,2.9780952801293474,,2.979587834741689,69.02248905366838,1.4077412014164945,0.048134650451660155,,0.006536734497070313,0.006536564270019531,,
Kirchdorfer Cement Plant,32437240,0000000000000000000e,5.229094171402517,,9.242083180629594,5.88733977403876,3.5602573269631765,0.012075990112304688,,0.01328242254638672,,,
"Laakirchen Papier AG, Heinzel Group",44375328,0000000000000000000f,6.562645299369063,,7.40161819609854,32.75745248961943,4.8008757285151455,0.15730542169189454,,0.021483285105985753,,,
Linz Melamine and Fertilizers Complex,45257135,00000000000000000010,11.675475425258025,5.995064086914062E-4,3.767458898629223,2.542399516800226,21.68019903026241,0.25455063450568705,,4.292197657532934,0.020639467440736057,,
Mannersdorf Cement Plant,1895156,00000000000000000011,5.34110798292404,,3.507830522746245,31.42351687359258,3.405088643384506,0.10763185836564607,,0.020485389892578126,0.0,,
Mondi Neusiedler GmbH,44375330,00000000000000000012,6.53330955236098,,8.363841914476103,19.788684360148345,5.097547494252883,0.2641901129760742,,6.015963745117188E-4,,,
"OMV AG , Schwechat",18648341,00000000000000000013,3.0125826291324382,,4.081156843295708,20.93476070964188,9.639099160791261,0.031245033935546875,,1.0475743420797907,0.0,,
"Papierfabrik Wattens GmbH & Co KG, delfort",44375331,00000000000000000014,2.930789361051432,,3.938298300587134,4.969432646170347,4.093256176462449,0.02137107775878906,,0.6374737511091645,,,
Retznei Cement Plant,32437242,00000000000000000015,5.1752472545374255,,3.470797566795678,15.161537184572708,4.405993813111068,0.12338284704589844,,0.20484051739501954,,,
Saint-Gobain Isover Austria Gmbh,38469146,00000000000000000016,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
Seibersdorfer Bettfedern- Und Daunenfabrik Gmbh,38472842,00000000000000000017,8.597080223561482,,6.152656347997571,40.90014183839904,6.204285614646995,0.1734582343173158,,0.5523276748034908,6.031582641601562E-4,,
Stölzle-Oberglas Gmbh,38469184,00000000000000000018,4.433656656626026,,6.223856775938026,1.445095135117475,3.6940594610954727,0.05765882409667969,,0.18525941375732422,,,
UPM-Kymmene Steyrermuhl Austria GmbH,44375329,00000000000000000019,7.471744542973297,,6.908562875920796,32.830182358422135,4.981821705826823,0.2507655522504021,,0.13565476467979284,,,
Vetropack Austria Gmbh,38469123,0000000000000000001a,9.052822834242155,,4.183524606194707,33.513478201122325,2.8853994498216817,0.027694984252929686,,0.04633991607666016,,,
Vetropack Austria Gmbh,38469169,0000000000000000001b,4.748927409200031,,4.626676895301493,16.39479005338686,3.421258364107259,0.13326518937054804,,0.4213140123901367,,,
Vils Cement Plant,32437245,0000000000000000001c,2.3050717827919147,,8.562947182981965,0.07956956105741614,2.256263734970033,0.008507650939941406,,0.044426946138269766,6.073165283203125E-4,,
Voestalpine Stahl Donawitz steel plant,1566430,0000000000000000001d,3.214026047942278,,2.6359292828843066,1.1830363558670338,5.189409396072447,0.07988668054199219,,0.3201395108546836,,,
Voestalpine Stahl Linz steel plant,1566429,0000000000000000001e,12.110457747304402,5.995064086914062E-4,3.6017612589242978,3.009465329377061,22.490525995514044,0.29143594954833985,,4.217642806477147,0.022781345458984376,,
Wietersdorf Cement Plant,32437246,0000000000000000001f,2.399325191394282,,3.612955719335697,5.708032379499368,0.9201047981560199,0.09853738830566407,,0.02031712725830078,,,
Wolford Ag,38476726,00000000000000000020,11.384731420540367,,21.947020061652932,6.499759950616575,11.897271012368115,0.047529265930175785,,1.1609981664668063,,,
Wopfinger Cement Plant,32437239,00000000000000000021,0.6200385768825158,,0.296955789464614,0.28639563712804456,0.3739341755371094,0.0,,0.0,,,
Ybbstaler Zellstoff GmbH,44375327,00000000000000000022,5.2058883978709485,,7.948984302674776,11.971316924374335,2.2775492534687114,0.14507765478515625,,0.06162918233642578,,,
3B-Fibreglass,38468967,00000000000000000023,8.11641493255184,,30.309611844891446,2.8689315252731027,6.357513500843004,0.014290901306152343,,5.715899047851563E-4,,,
Agc Flat Glass Europe - Site De Roux (Ex-Glaverbel Sa),38469196,00000000000000000024,19.49204798519169,,7.901443443635103,11.275034360716566,19.57630107306985,0.05536131870093252,,0.35980276554792817,,,
Agc Glass Europe - Site De Moustier (Ex-Glaverbel Sa),38469213,00000000000000000025,14.106671766959401,,10.743271747419287,20.693045588046655,8.137438245207663,0.18071278600236482,,0.3555367761709176,,,
Agc Glass Europe Vestiging Mol,38469239,00000000000000000026,19.70470742343605,,11.997337448313512,2.7943685998137826,13.464092120427155,0.07620511883544921,,2.906491738135723,0.020883735656738282,,
Alpro,38480249,00000000000000000027,14.779963276305686,,13.333142852865295,16.940618961116538,24.652483967712364,0.020301151584759883,,0.19785500138944737,0.0,,
Antoing Cement Plant,32437251,00000000000000000028,15.195139665614244,,11.505241229392134,27.105990834742176,9.764343581593476,0.19284828045654298,,1.4756017384545421,0.0045775537109375,,
Antwerp Chemical Complex,45257032,00000000000000000029,2.6051789032777073,,7.503927040624761,11.575817853267658,7.605071356218167,0.1824122324441349,,3.775555832184675,0.014064414672851562,,
Aperam Stainless Belgium Châtelet steel plant,1566442,0000000000000000002a,18.232547454471344,,7.57187827477429,8.481735668358178,18.3817665803189,0.05971208605957031,,0.5300066524579217,,,
Aperam Stainless Belgium Genk steel plant,1566441,0000000000000000002b,17.982345319760533,,7.867941721966673,1.1573401141084556,15.878354730676747,0.18916884197998046,,1.351953603847608,0.0,,
ArcelorMittal Gent steel plant,1566440,0000000000000000002c,13.066333056564032,,17.168331082130113,17.227730717324416,16.874891357873306,0.42040974536132814,,3.315711166026396,0.03899607975858801,,
Avs Spinning Nv,38471296,0000000000000000002d,6.390136944361308,,13.673158324709906,45.34863686273058,7.210717551358812,0.03879296655273438,,0.40201864356880934,0.04052051458740234,,
"BASF Antwerpen, NV Antwerp",18648342,0000000000000000002e,2.1968888100123993,,6.8123451754880415,10.43485362001451,6.972982926465561,0.17672731463623048,,3.618519255467074,0.014064414672851562,,
BEL-Antwerpen_ammonia,33999004,0000000000000000002f,14.241558975239354,0.001129435791015625,14.991035919654985,7.6821423710631125,5.909741675910979,0.0011291644287109374,,0.04062227728271484,0.0,,
BEL-Hainaut_ammonia,33998943,00000000000000000030,23.614753229037397,,11.801542753003652,6.741236816576906,14.715332152148921,0.13591400921630858,,2.0301805043693992,0.0,,
Belimtex Bvba,38470810,00000000000000000031,10.79200790226093,,20.497486493187036,17.34298777361226,21.03574463280078,0.06024521893310547,,0.5067756461107441,0.018751692199707033,,
Beneo - Orafti,38480772,00000000000000000032,6.5720959412635995,,10.129501566645837,51.76204709670413,5.249705485793647,0.004565067626953125,,0.08958551629638672,0.005135447875976563,,
Boortmalt,38480213,00000000000000000033,3.1967897615756162,0.0011272341918945313,4.568484902977795,1.181742092941464,25.037322409277586,0.525787544235409,,8.728689766972321,0.06876461962890625,,
Burgo Ardennes S.A.,44375332,00000000000000000034,5.171712835800113,,9.138101006959682,4.125021910921702,2.307906110896571,0.0023381685791015626,,0.008774986189539292,0.0,,
Cargill,38480849,00000000000000000035,10.688657761022231,,19.91756852700055,15.647293053756648,20.529669967834458,0.3101038705049402,,4.150681494674385,0.08257178326416016,,
Cargill,38480835,00000000000000000036,2.303948796293132,0.0011272341918945313,3.7089803272214397,0.9852573585331933,23.679713558829274,0.5356838594970703,,8.4310471208094,0.07158509240722656,,
Citrique Belge,38480248,00000000000000000037,7.897029749184518,,15.499690783116955,37.511542312226396,10.067731322933659,0.013668228149414062,,0.016514257690429687,0.024486336303710936,,
Cl Warneton Sa,38480243,00000000000000000038,5.412430668679628,,13.23400595726725,45.40940788960347,5.110347456049902,0.04391435272216797,,0.854517199096919,0.05078238781738281,,
Coca-Cola European Partners Belgium,38480247,00000000000000000039,12.341829659751257,0.0,11.497106397350116,3.3838311211933214,25.988720048205305,0.15298342344276578,,0.16117732586454503,0.0016943660888671876,,
Cousy Bvba,38474256,0000000000000000003a,11.673034265900496,0.0011372791137695313,17.268610794919727,22.938217645648322,8.775416327128568,0.015913706481933593,,0.006822782958984375,,,
Deliva,38480245,0000000000000000003b,15.188985408791217,0.0,11.489046783318019,4.869559598871208,16.18727511380543,0.19200979272460938,,1.3659593130150887,0.0,,
Devan Chemicals,38479106,0000000000000000003c,10.09878360571624,,15.765800421260575,17.964059779663557,6.579673358056161,0.007451367327761182,,0.01881572155761719,,,
Durobor Glassware Sa,38469208,0000000000000000003d,8.336092018212176,,16.481365397211288,39.996686552080725,5.89923933860294,0.12899079851768344,,0.1773482254796645,,,
Emgo,38469187,0000000000000000003e,12.77679413082659,0.01129494598388672,12.912107214669746,3.425992655618825,12.893330709273037,0.2822860686035156,,2.4923241911096907,0.06603615478515625,,
Exportslachthuis Tielt,38480211,0000000000000000003f,6.148830401086905,,23.51558100257307,36.46983073266698,9.247480207010662,0.012484270874023437,,0.034028157958984374,0.0011333833618164062,,
Friesland Foods Belgie/Belgique,38480215,00000000000000000040,9.377493043209784,5.661974487304687E-4,12.587847499748673,9.725622691074507,9.947355730640842,0.023698295891256892,,0.4043749424728095,0.010184953674316407,,
Gaurain Cement Plant,1895170,00000000000000000041,11.92719438056449,,15.239578034217269,30.896905766280373,6.985716890299239,0.1791068319091797,,0.4161976803260953,0.0045775537109375,,
Gerresheimer Momignies Sa,38469225,00000000000000000042,6.707001260296989,,9.358903354384234,2.9552692123307773,0.897894541358858,0.0,,0.013890059692382812,0.0,,
Groep Masureel Veredeling Nv,38471111,00000000000000000043,15.467275633435303,,12.951396434385515,15.206118518957995,26.100519315843034,0.019936782165527345,,0.22148489935302734,,,
Inex,38480214,00000000000000000044,12.036952951147944,,21.40214456333032,21.272235791378503,9.043979019158582,0.014771245788574219,,0.008518231689453124,,,
Interspinning Nv,38471018,00000000000000000045,17.006811034960233,,15.275225744306017,9.72546965276501,21.92691466279776,0.05434706903076172,,2.0740885165532132,0.010189862731933595,,
Isera And Scaldis Sugar,38480628,00000000000000000046,10.091747387931555,,18.14430908330318,23.030156208261527,5.227777041933306,0.017515428588867187,,0.29720517419433595,0.07852933020019531,,
