source_name,source_id,system:index,tree_cover_km2,shrubland_km2,grassland_km2,cropland_km2,built_up_km2,bare_sparse_km2,snow_ice_km2,water_km2,wetland_km2,mangroves_km2,moss_lichen_km2
Bukocel a.s. Pulpmill - Bukóza Holding Pulp Mill,44375648,00000000000000000047,11.997955033013566,,6.619118759700285,35.32817684140672,4.485761540237965,0.013037358825683593,,0.11561950903320313,0.024306802856445313,,
Mondi SCP Pulp Mill,44375649,00000000000000000048,1.327391005945303,,1.2773327270246915,3.1674151730057063,4.217936105940037,0.06076254309082031,,0.03540115521240234,,,
VIPAP VIDEM KRŠKO d.d. Pulp Mill,44375650,00000000000000000049,6.533614928468709,,6.955198004541495,9.73203875438353,3.0903737035579915,0.2084265894445083,,1.1843947655340457,,,
Domsjö Fabriker AB,44375652,0000000000000000004a,15.815876685052125,,3.594743450678926,3.384088033047545,5.783016549125643,0.1675523651322907,,7.209248942222206,0.27703345274490654,,
Nordic Paper,44375651,0000000000000000004b,37.369386874009386,4.6145751953125E-4,7.245555880524039,5.6770075501568975,4.6246182956398165,0.19581019287360696,,3.5666201312600507,0.28544395436796294,,
SCA Massa Östrands massafabrik SCA Graphic Sundsvall AB Pulp Mill,44375660,0000000000000000004c,14.655307253853119,,3.0428812323868106,2.3153495836746516,4.226184500664325,0.20606080212282668,,16.562359060547358,0.06185203138631185,,
SCA Ortviken Pulp Mill,44375659,0000000000000000004d,15.449201926490936,,2.2462757113332703,1.1062151798501407,7.862126414524216,0.35912211080334233,,8.304086866132907,0.04825098551264745,,
Stora Enso Consumer Board Fors Mill,44375653,0000000000000000004e,17.92629726444258,,2.8146635483695235,0.016966975846952552,0.13134881533813478,0.0386702951965332,,27.812573200803392,0.3400302884131338,,
Stora Enso Packaging Boards Skoghall Mill - Udden,44375658,0000000000000000004f,13.400337975753013,,5.974332799859139,1.5208597145406086,3.7687564960996145,0.21025214458630131,,27.54937092755404,0.6074063384592094,,
Sylvamo Nymölla Mill - Sylvamo Pulp Mill,44375657,00000000000000000050,11.437512063234578,,13.109113015503526,11.96422767815767,3.861468364551618,0.04886768728637695,,9.143136214985214,0.043864807319551356,,
Södra Cell AB - Södra Cell Mönsterås,44375654,00000000000000000051,18.92093144557364,0.0,6.615868692508353,0.6625058605957032,0.9929429617331111,0.13287786529541015,,19.812739347456144,0.927101625691253,,
Södra Cell AB - Södra Cell Mörrum,44375655,00000000000000000052,27.064539480616762,,11.89182794305013,7.411012598529891,2.4724240790705667,0.11021151272702684,,0.12606569937133788,0.036178692016601566,,
Södra Cell AB - Södra Cell Värö,44375661,00000000000000000053,15.618952254093669,,18.922832730810317,13.799565688248697,2.7286522879484285,0.18853004508236154,,9.180364271508912,0.2992812948057886,,
Södra Cell Virkesvägen 1,44375663,00000000000000000054,16.967846307171985,4.8754739379882814E-4,8.670046986627677,4.168992527498132,0.25279014573723285,0.03511502774047852,,4.082687657917698,0.26424476312255857,,
Södra Cell Värö,44375662,00000000000000000055,15.847649798844035,,17.716499085434975,13.774425446717387,2.6971032107076005,0.2010635782488655,,9.586725554768515,0.24767248323495902,,
