subsector,nace_r2,geo,fossil_tj,biomass_tj,reliable,fossil_share,fossil_share_eu27,fossil_share_final
cement,C235,HU,2313.402,2513.68,True,0.4792547547358839,0.8413256574084468,0.4792547547358839
cement,C235,IE,0.0,0.0,False,,0.8413256574084468,0.8413256574084468
cement,C235,IT,59015.575,10886.805,True,0.844257019575013,0.8413256574084468,0.844257019575013
cement,C235,LT,3410.954,770.0,True,0.8158315063978222,0.8413256574084468,0.8158315063978222
cement,C235,LU,90.45,0.0,False,1.0,0.8413256574084468,0.8413256574084468
cement,C235,LV,2253.297,1672.495,True,0.5739725894800336,0.8413256574084468,0.5739725894800336
cement,C235,MD,1909.845,2.7,False,0.9985882685113291,0.8413256574084468,0.8413256574084468
cement,C235,ME,0.0,0.0,False,,0.8413256574084468,0.8413256574084468
cement,C235,MT,0.0,0.0,False,,0.8413256574084468,0.8413256574084468
cement,C235,NL,0.0,0.0,False,,0.8413256574084468,0.8413256574084468
cement,C235,PL,43205.392,3649.513,True,0.9221103318852103,0.8413256574084468,0.9221103318852103
cement,C235,PT,16879.067,2809.601,True,0.8572985739817442,0.8413256574084468,0.8572985739817442
cement,C235,RO,31759.181,507.747,True,0.9842641667034433,0.8413256574084468,0.9842641667034433
cement,C235,RS,7047.568,0.0,True,1.0,0.8413256574084468,1.0
cement,C235,SE,5200.311,0.0,False,1.0,0.8413256574084468,0.8413256574084468
cement,C235,SI,1924.264,102.294,False,0.9495232803600983,0.8413256574084468,0.8413256574084468
cement,C235,SK,10052.69,117.0,True,0.9884952245348678,0.8413256574084468,0.9884952245348678
chemicals,C20,AT,17426.332,2952.904,True,0.8551023208132043,0.9751700639113343,0.8551023208132043
chemicals,C20,BE,92234.538,288.457,False,0.996882320984097,0.9751700639113343,0.9751700639113343
chemicals,C20,BG,12871.458999999999,1829.396,False,0.8755585304392159,0.9751700639113343,0.9751700639113343
chemicals,C20,CY,86.998,3.812,True,0.9580222442462284,0.9751700639113343,0.9580222442462284
chemicals,C20,CZ,14790.75,106.36,False,0.992860360163817,0.9751700639113343,0.9751700639113343
chemicals,C20,DE,212058.56900000002,4618.664,True,0.9786841287566194,0.9751700639113343,0.9786841287566194
chemicals,C20,DK,4097.607,459.012,True,0.899264783823269,0.9751700639113343,0.899264783823269
chemicals,C20,EE,139.82500000000002,0.088,True,0.9993710377162952,0.9751700639113343,0.9993710377162952
chemicals,C20,EL,6407.626,0.0,True,1.0,0.9751700639113343,1.0
chemicals,C20,ES,95511.177,3256.333,True,0.9670303220158127,0.9751700639113343,0.9670303220158127
chemicals,C20,EU27,895736.265,22807.38,True,0.9751700639113343,0.9751700639113343,0.9751700639113343
chemicals,C20,FI,13771.24,516.0,True,0.9638838572040506,0.9751700639113343,0.9638838572040506
chemicals,C20,FR,99003.66799999999,5959.977,True,0.9432186544207759,0.9751700639113343,0.9432186544207759
chemicals,C20,HR,922.378,0.1,True,0.9998915963307525,0.9751700639113343,0.9998915963307525
chemicals,C20,HU,21575.481,265.216,True,0.9878567977935869,0.9751700639113343,0.9878567977935869
chemicals,C20,IE,1436.734,0.0,False,1.0,0.9751700639113343,0.9751700639113343
