subsector,nace_r2,geo,fossil_tj,biomass_tj,reliable,fossil_share,fossil_share_eu27,fossil_share_final
petrochemical-steam-cracking,C20,RS,4591.269,308.439,True,0.9370495139710366,0.9751700639113343,0.9370495139710366
petrochemical-steam-cracking,C20,SE,1553.761,0.0,False,1.0,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,SI,820.805,600.304,False,0.5775806078210749,0.9751700639113343,0.9751700639113343
petrochemical-steam-cracking,C20,SK,14474.249999999998,63.0,True,0.9956663055254604,0.9751700639113343,0.9956663055254604
pulp-and-paper,C17,AT,15921.746000000001,33667.918,True,0.32106985036236585,0.43307733324528486,0.32106985036236585
pulp-and-paper,C17,BE,5202.691,11169.64,False,0.31777338242184333,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,BG,706.382,3877.524,False,0.15410045493952101,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,CY,6.752,0.094,True,0.9862693543675138,0.43307733324528486,0.9862693543675138
pulp-and-paper,C17,CZ,4105.312,15144.263,True,0.213267669545951,0.43307733324528486,0.213267669545951
pulp-and-paper,C17,DE,76020.788,29180.332,True,0.7226233713101153,0.43307733324528486,0.7226233713101153
pulp-and-paper,C17,DK,1108.982,343.871,True,0.7633132877173395,0.43307733324528486,0.7633132877173395
pulp-and-paper,C17,EE,425.696,1731.985,True,0.19729329775810234,0.43307733324528486,0.19729329775810234
pulp-and-paper,C17,EL,924.368,127.277,True,0.8789734178358667,0.43307733324528486,0.8789734178358667
pulp-and-paper,C17,ES,32110.510000000002,26066.461,True,0.5519453737115327,0.43307733324528486,0.5519453737115327
pulp-and-paper,C17,EU27,285358.786,373550.75299999997,True,0.43307733324528486,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,FI,18231.107,139176.0,True,0.11582137139462198,0.43307733324528486,0.11582137139462198
pulp-and-paper,C17,FR,24645.690000000002,31626.171,True,0.4379753852462779,0.43307733324528486,0.4379753852462779
pulp-and-paper,C17,HR,1179.7910000000002,67.9,True,0.945579474405121,0.43307733324528486,0.945579474405121
pulp-and-paper,C17,HU,4993.226000000001,1403.141,True,0.7806346946633926,0.43307733324528486,0.7806346946633926
pulp-and-paper,C17,IE,105.438,0.0,True,1.0,0.43307733324528486,1.0
pulp-and-paper,C17,IT,51966.76,250.916,True,0.9951948072143234,0.43307733324528486,0.9951948072143234
pulp-and-paper,C17,LT,411.748,847.0,True,0.32710915925983597,0.43307733324528486,0.32710915925983597
pulp-and-paper,C17,LU,0.0,0.0,False,,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,LV,72.856,1.032,True,0.9860329146816804,0.43307733324528486,0.9860329146816804
pulp-and-paper,C17,MD,18.52,0.0,True,1.0,0.43307733324528486,1.0
pulp-and-paper,C17,ME,34.411,0.0,True,1.0,0.43307733324528486,1.0
pulp-and-paper,C17,MT,17.198,0.0,True,1.0,0.43307733324528486,1.0
pulp-and-paper,C17,NL,10324.082,0.0,False,1.0,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,PL,15878.112,27812.269,True,0.36342351878323054,0.43307733324528486,0.36342351878323054
pulp-and-paper,C17,PT,7093.064,41164.983,True,0.1469819945262186,0.43307733324528486,0.1469819945262186
pulp-and-paper,C17,RO,2876.35,50.672,True,0.9826882066482588,0.43307733324528486,0.9826882066482588
pulp-and-paper,C17,RS,1765.1910000000003,36.316,True,0.9798413217378561,0.43307733324528486,0.9798413217378561
pulp-and-paper,C17,SE,6596.392,0.0,False,1.0,0.43307733324528486,0.43307733324528486
pulp-and-paper,C17,SI,3348.345,154.304,True,0.9559464850745821,0.43307733324528486,0.9559464850745821
pulp-and-paper,C17,SK,1085.4,9687.0,True,0.10075749136682635,0.43307733324528486,0.10075749136682635
textiles-leather-apparel,C13-C15,AT,1175.767,28.307,True,0.976490647584783,0.953776995403077,0.976490647584783
textiles-leather-apparel,C13-C15,BE,2549.966,0.9,True,0.999647178644429,0.953776995403077,0.999647178644429
textiles-leather-apparel,C13-C15,BG,628.569,20.728,True,0.968076242459152,0.953776995403077,0.968076242459152
textiles-leather-apparel,C13-C15,CY,0.272,1.747,True,0.1347201584943041,0.953776995403077,0.1347201584943041
textiles-leather-apparel,C13-C15,CZ,3262.569,1.33,True,0.999592511900644,0.953776995403077,0.999592511900644
textiles-leather-apparel,C13-C15,DE,6987.837,56.0,True,0.9920497876370507,0.953776995403077,0.9920497876370507
textiles-leather-apparel,C13-C15,DK,213.762,18.838,True,0.9190111779879622,0.953776995403077,0.9190111779879622
textiles-leather-apparel,C13-C15,EE,56.545,53.877,True,0.512080925902447,0.953776995403077,0.512080925902447
textiles-leather-apparel,C13-C15,EL,633.195,26.357,True,0.9600380258114599,0.953776995403077,0.9600380258114599
textiles-leather-apparel,C13-C15,ES,4952.407999999999,977.323,True,0.8351825740493118,0.953776995403077,0.8351825740493118
textiles-leather-apparel,C13-C15,EU27,58423.71,2831.395,True,0.953776995403077,0.953776995403077,0.953776995403077
textiles-leather-apparel,C13-C15,FI,159.406,4.0,True,0.9755210946966452,0.953776995403077,0.9755210946966452
textiles-leather-apparel,C13-C15,FR,3616.492,91.581,True,0.9753022661635842,0.953776995403077,0.9753022661635842
textiles-leather-apparel,C13-C15,HR,285.7,5.7,True,0.9804392587508579,0.953776995403077,0.9804392587508579
textiles-leather-apparel,C13-C15,HU,377.1,3.0,True,0.9921073401736386,0.953776995403077,0.9921073401736386
textiles-leather-apparel,C13-C15,IE,202.862,0.0,True,1.0,0.953776995403077,1.0
textiles-leather-apparel,C13-C15,IT,21592.727,501.329,True,0.9773093269972701,0.953776995403077,0.9773093269972701
textiles-leather-apparel,C13-C15,LT,448.252,47.0,True,0.9050988183793302,0.953776995403077,0.9050988183793302
textiles-leather-apparel,C13-C15,LU,24.697000000000003,0.0,True,1.0,0.953776995403077,1.0
textiles-leather-apparel,C13-C15,LV,141.775,15.652,True,0.9005761400522148,0.953776995403077,0.9005761400522148
textiles-leather-apparel,C13-C15,MD,41.678,0.0,True,1.0,0.953776995403077,1.0
textiles-leather-apparel,C13-C15,ME,4.255,0.0,True,1.0,0.953776995403077,1.0
textiles-leather-apparel,C13-C15,MT,45.445,0.0,True,1.0,0.953776995403077,1.0
textiles-leather-apparel,C13-C15,NL,1663.844,0.0,False,1.0,0.953776995403077,0.953776995403077
textiles-leather-apparel,C13-C15,PL,1951.7770000000003,15.344,True,0.992199768087474,0.953776995403077,0.992199768087474
textiles-leather-apparel,C13-C15,PT,5125.466,860.513,True,0.8562452357417225,0.953776995403077,0.8562452357417225
textiles-leather-apparel,C13-C15,RO,1640.566,38.593,True,0.9770164707451766,0.953776995403077,0.9770164707451766
textiles-leather-apparel,C13-C15,RS,705.1179999999999,659.833,True,0.5165885075727993,0.953776995403077,0.5165885075727993
textiles-leather-apparel,C13-C15,SE,167.37900000000002,48.948,True,0.7737314343563216,0.953776995403077,0.7737314343563216
textiles-leather-apparel,C13-C15,SI,241.232,14.328,True,0.9439348880889028,0.953776995403077,0.9439348880889028
textiles-leather-apparel,C13-C15,SK,278.1,0.0,True,1.0,0.953776995403077,1.0
