source_id,source_name,iso3_country,subsector,heat_case,status,available_land_km2,replaceable_heat_mwh_th,lat,lon,site,n_bands,n_rep_days,total_load_MW,S_opt_MW,solar_per_load_MWdc_per_MWth,storage_energy_MWh_total,LCOH_total_$perMWh,LCOH_served_$perMWh,LCOH_solar_$perMWh,LCOH_converter_$perMWh,LCOH_storage_$perMWh,Reliability_%,Unserved_MWh,met_availability_target,include_converter_cost,hp_load_MW,ihb_load_MW,solve_seconds,project_start_year
32267416,Austria,AUT,chemicals,high,ok,9.418273606154258,400920.6237323473,47.6139487927463,14.076158884337072,32267416,3,16,45.76719448999399,267.3056624093664,5.840551630662155,767.7610608344378,53.257150638759555,59.17461182084396,36.66054180299747,0.0,22.514070017846485,89.99999999999999,40092.06237323477,True,False,32.037036142995795,13.730158346998197,0.2123100757598877,2025
38480620,Agrana Zucker Gmbh,AUT,food-beverage-tobacco,high,ok,286.3091393362083,581489.7560474878,48.32478,16.038471,38480620,4,16,66.38010913784109,429.2488229709299,6.466527828081401,1107.2967649537286,56.6796318886331,62.977368765147894,40.58973000376473,0.0,22.387638761383165,89.99999999999999,58148.97560474888,True,False,55.45740572728283,10.922703410558254,0.23518776893615723,2025
38479269,Eibetex,AUT,textiles-leather-apparel,high,ok,332.2041151049733,43891.22013686958,48.81547,15.2833,38479269,3,16,5.010413257633514,26.93045519217866,5.374897000990748,80.81214438921404,49.84565123505184,55.38405692783539,33.737675591661116,0.0,21.64638133617427,89.99999999999999,4389.122013686965,True,False,4.509371931870163,0.5010413257633514,0.2444319725036621,2025
38480528,Bunge Austria Gmbh,AUT,food-beverage-tobacco,high,ok,273.4198319738671,581489.7560474878,48.022446,16.754778,38480528,4,16,66.38010913784109,381.1588799617765,5.742064677391296,1084.521353938011,52.17255755675592,57.96950839639548,36.04234932808106,0.0,21.92715906831442,89.99999999999999,58148.975604748906,True,False,55.45740572728283,10.922703410558254,0.260145902633667,2025
32437243,Gartenau Cement Plant,AUT,cement,high,ok,49.91480968510381,423813.410478062,47.7235279928077,13.0492860026401,32437243,3,16,48.38052631028105,2042.575416857706,42.21895817664247,765.3910237488791,257.6126319561836,286.23625772909287,265.00405766267136,0.0,21.232200066421495,90.0,42381.34104780618,True,False,0.0,48.38052631028105,0.16193270683288574,2025
38480613,Agrana Zucker Gmbh,AUT,food-beverage-tobacco,high,ok,315.26353372658104,581489.7560474878,48.243057,16.702778,38480613,4,16,66.38010913784109,380.5101247181947,5.732291339383751,1084.521353938011,52.11734594314232,57.90816215904704,35.98100309073262,0.0,21.92715906831442,89.99999999999999,58148.975604748906,True,False,55.45740572728283,10.922703410558254,0.30696797370910645,2025
32437244,Gmunden Cement Plant,AUT,cement,high,ok,147.63736056491788,367720.075977014,47.9225966590857,13.7778374280392,32437244,3,16,41.97717762294681,611.8299873638271,14.575300723157014,739.9075075564648,103.62954749471423,115.14394166079359,91.48766336510889,0.0,23.656278295684693,90.0,36772.007597701406,True,False,0.0,41.97717762294681,0.18441390991210938,2025
38475947,Huber,AUT,textiles-leather-apparel,high,ok,9.539402157053988,43891.22013686958,47.4223539,13.8752059,38475947,3,16,5.010413257633514,27.35217012497236,5.45906469557187,84.73748373680681,51.267431021402984,56.963812246003314,34.265987552718684,0.0,22.697824693284627,90.0,4389.122013686958,True,False,4.509371931870163,0.5010413257633514,0.21799492835998535,2025
38473498,Getzner Textil Ag,AUT,textiles-leather-apparel,high,ok,21.160949912337244,43891.22013686958,47.1518218,9.8236408,38473498,3,16,5.010413257633514,23.609051649729054,4.711996882444768,87.32582318028238,47.67107249231518,52.967858324794655,29.576719736124623,0.0,23.391138588670028,90.0,4389.122013686962,True,False,4.509371931870163,0.5010413257633514,0.2716689109802246,2025
32437240,Kirchdorfer Cement Plant,AUT,cement,high,ok,139.9647283160515,166237.30939047248,47.9087598061799,14.1163799202923,32437240,3,16,18.976861802565352,278.2656595367769,14.663418136878674,350.2909291963798,105.13280721327467,116.81423023697187,92.04076730692762,0.0,24.773462930044253,89.99999999999999,16623.73093904726,True,False,0.0,18.976861802565352,0.13712382316589355,2025
38477448,Gottstein Gmbh & Co.Kg (#),AUT,textiles-leather-apparel,high,ok,14.418529156251196,43891.22013686958,47.2581587,10.677482,38477448,3,16,5.010413257633514,81.59366375422127,16.284817151541517,80.366626133146,111.37065005883649,123.74516673204054,102.21812213833198,0.0,21.52704459370857,90.0,4389.1220136869615,True,False,4.509371931870163,0.5010413257633514,0.22533392906188965,2025
38472832,Hefel Textil Gmbh,AUT,textiles-leather-apparel,high,ok,132.3164881514449,43891.22013686958,48.4366178,14.5399221,38472832,3,16,5.010413257633514,33.81907459263096,6.749757525710398,85.12796945212538,58.6529586661933,65.16995407354811,42.36753368163428,0.0,22.80242039191384,90.0,4389.122013686959,True,False,4.509371931870163,0.5010413257633514,0.2501077651977539,2025
38479518,Heratex (#),AUT,textiles-leather-apparel,high,ok,10.446775272476255,43891.22013686958,47.4596131,13.9909218,38479518,3,16,5.010413257633514,25.343646094671982,5.058194761891183,79.75881550924936,47.802603915615535,53.11400435068393,31.749768214101266,0.0,21.364236136582658,90.0,4389.122013686962,True,False,4.509371931870163,0.5010413257633514,0.25756072998046875,2025
44375328,"Laakirchen Papier AG, Heinzel Group",AUT,pulp-and-paper,high,ok,232.61096440874488,238035.5985428927,47.9770957,13.8161934,44375328,4,16,27.17301353229369,223.45113107579073,8.223273830494762,453.2771995880946,66.60385444469327,74.00428271632585,51.61664395494269,0.0,22.387638761383172,90.0,23803.559854289255,True,False,26.444235391580833,0.7287781407128575,0.17261600494384766,2025
38480512,Jungbunzlauer Austria Ag,AUT,food-beverage-tobacco,high,ok,513.3617461466949,902974.885855244,48.721222,16.27811,38480512,4,16,103.07932486932008,599.5805419488078,5.816690618695189,1718.405419690428,52.995951318626766,58.88439035402974,36.51076868532064,0.0,22.373621668709102,90.0,90297.48858552442,True,False,86.11784487280221,16.96147999651787,0.2583012580871582,2025
18648341,"OMV AG , Schwechat ",AUT,petrochemical-steam-cracking,high,ok,298.6413602064854,2891441.758081201,48.139922,16.512808,18648341,1,16,330.0732600549316,4636.815352839426,14.047836992514194,5824.154489425585,100.67227701666185,111.85808557406872,88.17682778490808,0.0,23.681257789160632,90.0,289144.17580812,True,False,0.0,330.0732600549316,0.04030728340148926,2025
1895156,Mannersdorf Cement Plant,AUT,cement,high,ok,298.2431143543645,455052.0843049651,47.9836888240867,16.6070562287626,1895156,3,16,51.94658496632022,637.1588831492489,12.265654875336915,866.5289381214645,89.44010344728126,99.3778927192014,76.99025395781824,0.0,22.387638761383162,90.0,45505.20843049648,True,False,0.0,51.94658496632022,0.1914517879486084,2025
45257135,Linz Melamine and Fertilizers Complex,AUT,chemicals,high,ok,197.439962731712,1023557.4780134052,48.2895958,14.3307955,45257135,2,16,116.84446096043436,1814.1000066677993,15.525768117344358,1942.8014596075218,107.79204448186391,119.76893831318212,97.45364942951781,0.0,22.315288883664298,90.0,102355.74780134048,True,False,0.0,116.84446096043436,0.18852901458740234,2025
44375330,Mondi Neusiedler GmbH,AUT,pulp-and-paper,high,ok,184.8472967446291,238035.5985428927,48.0732305,14.8091594,44375330,4,16,27.173013532293687,220.13440313403703,8.101214201818983,453.2771995880945,65.91431428440579,73.2381269826731,50.850488221289936,0.0,22.387638761383162,90.0,23803.55985428925,True,False,26.288310766125985,0.8847027661677015,0.194566011428833,2025
32437242,Retznei Cement Plant,AUT,cement,high,ok,128.16061949395723,289255.4920516694,46.7375344612225,15.5733587435471,32437242,3,16,33.02003333923166,362.0676182623088,10.96508942140074,576.6080128021233,83.0365567356948,92.26284081743867,68.82673838486268,0.0,23.436102432575993,89.99999999999999,28925.54920516695,True,False,0.0,33.02003333923166,0.2005469799041748,2025
44375331,"Papierfabrik Wattens GmbH & Co KG, delfort",AUT,pulp-and-paper,high,ok,27.494338262523694,82568.77446541945,47.2969362,11.5903444,44375331,4,16,9.425659185550165,63.503335253439964,6.737283197210504,153.60512007256662,57.74455202682063,64.16061336313405,42.289233604800124,0.0,21.871379758333916,89.99999999999999,8256.877446541954,True,False,9.225720960402132,0.19993822514803378,0.2514779567718506,2025
38472842,Seibersdorfer Bettfedern- Und Daunenfabrik Gmbh,AUT,textiles-leather-apparel,high,ok,350.93541167799935,43891.22013686958,47.9170893,16.4255328,38472842,3,16,5.010413257633514,25.66949376630335,5.123228852868595,79.56511776232725,48.12329940740936,53.47033267489928,32.15798051349789,0.0,21.312352161401396,90.00000000000001,4389.122013686954,True,False,4.509371931870163,0.5010413257633514,0.2397909164428711,2025
44375329,UPM-Kymmene Steyrermuhl Austria GmbH,AUT,pulp-and-paper,high,ok,239.45775796211623,238035.5985428927,47.9915494,13.8000831,44375329,4,16,27.173013532293695,223.67644490835994,8.231565654009346,453.2771995880945,66.65069667563685,74.0563296395965,51.66869087821336,0.0,22.38763876138315,90.0,23803.559854289277,True,False,26.59661627554807,0.5763972567456237,0.18636584281921387,2025
32437245,Vils Cement Plant,AUT,cement,high,ok,83.54438969697988,94855.09295425992,47.5523694919457,10.6384596501965,32437245,3,16,10.828206958248849,149.93822902448608,13.847004365784146,203.0252349322401,100.87199224536319,112.07999138373687,86.91622204537659,0.0,25.163769338360268,90.0,9485.50929542599,True,False,0.0,10.828206958248849,0.23221993446350098,2025
38469184,Stölzle-Oberglas Gmbh,AUT,glass,high,ok,28.29668432127398,140240.06858587093,47.066387,15.0775,38469184,5,16,16.00914024952864,151.8806018792943,9.487117953368303,267.0509198950397,73.74357204435478,81.93730227150532,59.549663510122144,0.0,22.38763876138317,89.99999999999999,14024.0068585871,True,False,3.565801941806402,12.443338307722241,0.45442724227905273,2025
32437246,Wietersdorf Cement Plant,AUT,cement,high,ok,58.18213338843085,183425.91334335605,46.8508788768487,14.533475311296,32437246,3,16,20.939031203579457,262.09286206480226,12.516952647742288,384.231113499514,92.87550152639604,103.19500169599557,78.56762422570554,0.0,24.627377470290025,90.00000000000003,18342.59133433556,True,False,0.0,20.939031203579457,0.20023202896118164,2025
38469169,Vetropack Austria Gmbh,AUT,glass,high,ok,150.64156014601406,169783.03688323684,48.210835,15.220556,38469169,5,16,19.381625214981376,234.79349135141192,12.11423132720181,323.30785801405335,88.58468041523415,98.42742268359353,76.03978392221036,0.0,22.387638761383162,89.99999999999997,16978.303688323722,True,False,4.316973663153419,15.064651551827957,0.36353588104248047,2025
